FluorCam7 Numeric Export File
-----------------------------------
	Area 1	Area 2	Area 3	Area 4	Area 5	Area 6	Area 7	Area 8	Area 9	Area 10	Area 11	Area 12	Area 13	Area 14	Area 15	Area 16	Area 17	Area 18	Area 19	Area 20
Fo_L3	68.89	76.75	69.32	78.52	70.74	99.49	82.62	90.48	86.09	90.60	89.15	86.70	81.11	94.54	110.17	77.68	83.56	72.84	86.30	85.34
Fo_L4	67.71	76.34	68.24	77.66	69.25	98.58	82.13	89.41	85.15	89.38	88.06	86.35	79.78	94.06	109.25	77.50	81.94	71.56	85.71	85.04
Fo_L5	67.14	76.03	67.66	76.62	68.51	97.77	80.98	88.32	84.30	88.49	87.01	84.98	78.95	93.06	108.52	75.76	81.66	70.43	84.73	84.21
Fo_L6	67.26	75.39	66.66	75.26	67.89	96.98	80.21	87.08	83.63	87.70	86.23	83.94	77.96	92.68	107.12	76.05	81.22	69.63	84.39	82.77
Fo_L7	66.48	74.78	65.05	74.52	66.96	96.23	79.65	85.76	82.88	86.16	84.61	84.32	76.83	91.67	106.52	75.98	80.29	68.39	83.95	83.20
Fo_L8	66.49	74.78	64.08	73.03	66.06	96.14	79.41	84.30	82.96	84.90	83.53	83.14	75.39	91.37	106.23	74.84	80.34	67.16	83.60	82.40
Fo_L9	66.26	73.68	62.75	71.19	64.63	95.54	78.23	82.57	82.93	83.11	81.67	82.33	74.25	89.82	104.98	74.86	79.64	65.46	83.06	82.35
Fo_L10	65.67	74.20	62.12	70.58	63.99	95.52	77.70	81.67	81.62	81.64	80.21	82.09	72.92	90.06	105.24	74.62	79.49	64.39	82.81	82.01
Fo_L11	65.20	73.91	61.34	69.53	63.35	95.43	77.33	80.47	81.89	81.13	78.85	81.91	72.00	89.36	104.65	73.86	79.16	63.95	82.23	81.52
Fo_L12	65.23	73.76	60.60	68.80	62.54	94.67	77.19	79.34	81.49	80.63	78.40	81.52	71.29	88.48	104.85	72.92	78.42	63.35	81.88	81.01
Fo_L13	65.53	73.37	59.56	68.42	62.25	94.81	76.47	79.16	82.19	79.74	77.16	81.12	71.22	88.64	103.72	74.46	78.60	62.74	80.88	81.23
Fo_L14	64.84	73.25	59.48	68.00	62.02	94.14	76.28	78.73	81.57	79.07	76.52	81.50	70.04	87.53	103.68	73.35	78.03	61.74	81.59	80.55
Fo_Lss	65.10	73.37	59.66	67.19	61.76	94.29	76.13	77.87	81.54	78.34	75.99	81.22	69.94	88.36	103.54	73.17	78.20	61.17	81.62	80.78
Fo_D1	70.42	81.46	63.98	72.55	66.31	102.53	83.95	84.16	88.83	84.76	82.21	89.74	76.11	95.73	111.95	80.49	85.31	66.70	88.40	88.14
Fo_D2	73.99	84.80	66.76	76.94	69.97	107.63	88.07	89.02	93.96	89.52	86.26	95.03	80.80	100.33	117.91	85.68	92.35	71.44	93.83	93.17
Fo_D3	78.33	89.62	70.97	81.57	74.15	114.34	93.20	94.54	99.74	94.96	91.94	100.90	84.87	107.13	126.36	91.25	98.82	75.72	99.98	99.08
Fo_D4	81.79	92.98	74.43	85.55	77.10	120.11	97.15	98.53	104.24	99.33	96.43	105.44	87.69	113.31	134.06	95.09	103.84	78.59	103.86	104.43
Fv_L1	161.35	160.62	307.44	324.64	296.42	171.55	212.96	382.38	161.85	349.32	357.27	171.51	342.20	163.48	136.28	141.98	136.31	323.48	160.88	159.53
Fv_L2	133.29	132.90	233.93	236.95	223.94	145.01	172.31	278.16	137.76	257.29	266.49	140.66	260.98	145.26	124.42	122.06	119.13	238.14	139.67	141.37
Fv_L3	125.64	120.81	202.11	211.73	199.85	136.84	154.34	248.20	131.56	234.98	237.41	132.23	233.57	137.37	118.60	113.83	115.48	211.68	129.66	133.25
Fv_L4	117.67	118.49	187.35	201.22	180.80	132.68	150.86	234.80	126.58	221.03	224.40	130.36	215.82	134.98	115.58	112.95	108.11	194.28	126.59	131.58
Fv_L5	114.06	116.80	179.98	189.21	172.13	129.08	142.96	221.96	122.26	211.43	212.57	123.30	205.57	130.13	113.27	104.50	106.91	180.49	121.63	127.11
Fv_L6	114.82	113.40	168.03	174.97	165.28	125.65	137.93	208.46	118.94	203.30	204.31	118.21	194.12	128.36	108.89	105.87	105.00	171.45	119.97	119.70
Fv_L7	109.99	110.20	150.88	167.70	155.61	122.49	134.40	195.09	115.33	188.52	188.29	120.03	181.98	123.72	107.05	105.54	101.12	158.41	117.87	121.90
Fv_L8	110.06	110.20	141.47	154.13	146.84	122.13	132.92	181.51	115.72	177.39	178.47	114.41	167.76	122.36	106.19	100.29	101.33	146.64	116.22	117.89
Fv_L9	108.66	104.75	129.77	139.03	134.15	119.64	125.89	166.77	115.59	162.83	162.86	110.74	157.42	115.59	102.49	100.40	98.49	132.08	113.66	117.64
Fv_L10	105.21	107.31	124.57	134.39	128.86	119.57	122.87	159.58	109.57	151.88	151.70	109.67	146.25	116.61	103.25	99.33	97.90	123.72	112.52	115.98
Fv_L11	102.53	105.87	118.45	126.85	123.78	119.18	120.79	150.67	110.76	148.25	142.03	108.87	139.07	113.67	101.55	95.99	96.59	120.41	109.90	113.65
Fv_L12	102.67	105.12	112.98	121.86	117.69	116.15	119.98	142.67	108.95	144.78	139.02	107.15	133.77	110.06	102.11	92.06	93.73	116.13	108.36	111.27
Fv_L13	104.38	103.25	105.78	119.39	115.60	116.70	116.07	141.46	112.14	138.89	130.94	105.42	133.33	110.70	98.89	98.60	94.41	111.92	104.06	112.28
Fv_L14	100.50	102.66	105.25	116.62	113.94	114.06	115.06	138.57	109.31	134.54	127.04	107.06	125.06	106.31	98.78	93.82	92.24	105.38	107.10	109.16
Fv_Lss	101.95	103.21	106.40	111.59	112.16	114.66	114.30	132.98	109.19	130.03	123.84	105.86	124.38	109.60	98.39	93.08	92.89	101.84	107.22	110.19
Fv_D1	136.79	150.64	140.58	149.97	149.28	151.68	164.32	180.25	147.18	176.17	167.24	149.65	174.65	143.50	124.65	129.07	123.93	142.59	141.18	149.84
Fv_D2	167.57	176.60	169.20	192.85	189.78	180.41	200.05	230.08	182.13	222.55	204.60	186.14	229.30	169.81	146.96	163.09	165.03	192.77	176.35	185.39
Fv_D3	216.55	223.79	227.53	255.22	254.37	227.36	258.16	309.06	233.06	295.04	275.45	238.75	295.14	218.68	185.34	211.17	215.95	258.36	228.36	239.94
Fv_D4	268.94	265.75	296.66	331.40	318.46	278.92	317.86	389.44	284.55	376.49	355.06	291.80	356.25	277.34	229.13	254.03	268.24	319.65	270.49	306.61
Fq_L1	14.21	16.07	12.87	11.30	10.51	22.69	16.24	16.25	16.51	17.61	16.98	15.05	9.19	14.74	13.81	17.56	13.10	12.74	14.54	12.02
Fq_L2	18.33	18.83	28.92	25.07	26.15	21.44	23.43	26.37	16.78	24.56	23.71	15.85	25.30	16.91	17.76	18.59	16.68	17.95	18.63	17.76
Fq_L3	22.07	18.08	23.72	24.66	23.49	23.30	20.08	23.97	18.34	27.09	22.51	19.62	22.89	17.61	18.68	15.83	19.27	22.44	18.89	17.67
Fq_L4	19.25	26.79	24.27	29.61	21.55	28.59	26.64	32.29	21.43	31.60	25.81	24.36	24.58	21.55	21.20	20.42	19.39	26.39	22.41	23.70
Fq_L5	20.66	27.51	29.02	30.45	21.65	28.58	24.34	32.96	21.79	32.08	26.48	24.65	28.67	22.25	21.88	17.09	20.93	24.57	21.07	24.12
Fq_L6	23.88	28.60	28.07	24.78	24.74	29.72	25.94	30.55	22.36	35.17	30.16	21.42	26.38	23.34	22.67	21.07	20.97	25.72	25.31	18.28
Fq_L7	22.71	29.37	25.15	30.83	26.17	29.26	28.32	33.09	23.70	31.98	28.40	29.29	29.25	25.05	25.34	26.11	17.68	24.57	26.60	28.18
Fq_L8	29.04	32.67	24.29	27.14	29.52	33.64	29.72	33.63	31.03	34.51	31.66	27.81	26.79	27.59	26.82	23.10	24.67	26.13	27.78	26.56
Fq_L9	30.14	30.20	27.21	24.32	28.41	34.16	29.32	33.38	33.48	34.19	32.99	28.77	30.15	25.75	25.19	27.07	23.94	22.78	28.21	31.89
Fq_L10	27.67	33.35	23.54	29.47	29.34	35.03	28.92	35.56	28.97	31.35	29.05	30.03	26.26	29.97	28.54	25.89	26.97	23.63	29.85	31.81
Fq_L11	27.93	32.05	25.17	25.43	28.89	34.37	28.79	31.53	32.40	33.80	24.59	30.34	27.50	26.73	26.67	28.08	27.47	22.99	27.34	31.59
Fq_L12	30.56	32.82	23.25	25.18	25.92	33.59	34.52	28.20	32.57	34.35	29.24	28.66	27.39	24.72	30.48	22.92	25.22	22.83	28.74	29.72
Fq_L13	31.83	31.56	18.61	25.85	26.56	36.53	28.83	31.40	36.02	34.49	23.06	25.89	30.21	29.49	24.01	33.75	25.26	24.30	23.42	32.04
Fq_L14	29.58	32.52	22.68	27.79	31.18	35.97	30.96	33.25	35.79	34.21	27.10	32.05	28.72	26.64	28.39	28.30	26.97	22.49	30.70	30.25
Fq_Lss	32.89	35.52	28.06	24.77	31.41	37.12	31.33	32.71	35.30	32.30	26.17	33.12	31.58	32.59	28.94	27.54	27.65	21.64	32.79	34.02
Fq_D1	134.65	148.40	132.18	141.87	144.32	147.50	159.27	171.95	143.47	166.55	158.66	148.46	165.89	139.89	122.55	127.65	121.71	139.56	136.91	150.10
Fq_D2	168.25	177.58	165.17	189.81	187.86	182.02	201.28	226.55	183.78	217.92	201.68	188.29	226.39	173.59	148.87	166.71	168.70	193.40	177.21	190.23
Fq_D3	216.64	225.06	221.68	251.78	253.00	227.59	259.08	305.05	233.85	289.93	271.79	239.66	292.68	219.04	182.93	213.19	217.85	258.66	227.66	242.71
Fq_D4	272.72	266.10	290.00	328.88	318.34	277.47	317.52	386.61	288.53	373.60	355.83	289.84	362.23	280.84	229.58	258.42	267.67	322.59	268.86	306.48
QY_max	0.81	0.79	0.86	0.85	0.86	0.75	0.82	0.85	0.78	0.85	0.85	0.79	0.86	0.77	0.69	0.78	0.77	0.86	0.78	0.79
Fv/Fm_L1	0.69	0.66	0.80	0.79	0.80	0.62	0.70	0.80	0.64	0.78	0.79	0.65	0.80	0.62	0.54	0.63	0.61	0.80	0.64	0.64
Fv/Fm_L2	0.66	0.63	0.77	0.75	0.76	0.59	0.67	0.75	0.61	0.74	0.74	0.61	0.76	0.60	0.53	0.61	0.59	0.76	0.61	0.62
Fv/Fm_L3	0.65	0.61	0.74	0.73	0.74	0.58	0.65	0.73	0.60	0.72	0.73	0.60	0.74	0.59	0.52	0.59	0.58	0.74	0.60	0.61
Fv/Fm_L4	0.63	0.61	0.73	0.72	0.72	0.57	0.65	0.72	0.60	0.71	0.72	0.60	0.73	0.59	0.51	0.59	0.57	0.73	0.60	0.61
Fv/Fm_L5	0.63	0.61	0.73	0.71	0.72	0.57	0.64	0.72	0.59	0.70	0.71	0.59	0.72	0.58	0.51	0.58	0.57	0.72	0.59	0.60
Fv/Fm_L6	0.63	0.60	0.72	0.70	0.71	0.56	0.63	0.71	0.59	0.70	0.70	0.58	0.71	0.58	0.50	0.58	0.56	0.71	0.59	0.59
Fv/Fm_L7	0.62	0.60	0.70	0.69	0.70	0.56	0.63	0.69	0.58	0.69	0.69	0.59	0.70	0.57	0.50	0.58	0.56	0.70	0.58	0.59
Fv/Fm_L8	0.62	0.60	0.69	0.68	0.69	0.56	0.63	0.68	0.58	0.68	0.68	0.58	0.69	0.57	0.50	0.57	0.56	0.69	0.58	0.59
Fv/Fm_L9	0.62	0.59	0.67	0.66	0.67	0.56	0.62	0.67	0.58	0.66	0.67	0.57	0.68	0.56	0.49	0.57	0.55	0.67	0.58	0.59
Fv/Fm_L10	0.62	0.59	0.67	0.66	0.67	0.56	0.61	0.66	0.57	0.65	0.65	0.57	0.67	0.56	0.50	0.57	0.55	0.66	0.58	0.59
Fv/Fm_L11	0.61	0.59	0.66	0.65	0.66	0.56	0.61	0.65	0.57	0.65	0.64	0.57	0.66	0.56	0.49	0.57	0.55	0.65	0.57	0.58
Fv/Fm_L12	0.61	0.59	0.65	0.64	0.65	0.55	0.61	0.64	0.57	0.64	0.64	0.57	0.65	0.55	0.49	0.56	0.54	0.65	0.57	0.58
Fv/Fm_L13	0.61	0.58	0.64	0.64	0.65	0.55	0.60	0.64	0.58	0.64	0.63	0.57	0.65	0.56	0.49	0.57	0.55	0.64	0.56	0.58
Fv/Fm_L14	0.61	0.58	0.64	0.63	0.65	0.55	0.60	0.64	0.57	0.63	0.62	0.57	0.64	0.55	0.49	0.56	0.54	0.63	0.57	0.58
Fv/Fm_Lss	0.61	0.58	0.64	0.62	0.64	0.55	0.60	0.63	0.57	0.62	0.62	0.57	0.64	0.55	0.49	0.56	0.54	0.62	0.57	0.58
Fv/Fm_D1	0.66	0.65	0.69	0.67	0.69	0.60	0.66	0.68	0.62	0.68	0.67	0.63	0.70	0.60	0.53	0.62	0.59	0.68	0.61	0.63
Fv/Fm_D2	0.69	0.68	0.72	0.71	0.73	0.63	0.69	0.72	0.66	0.71	0.70	0.66	0.74	0.63	0.55	0.66	0.64	0.73	0.65	0.67
Fv/Fm_D3	0.73	0.71	0.76	0.76	0.77	0.67	0.73	0.77	0.70	0.76	0.75	0.70	0.78	0.67	0.59	0.70	0.69	0.77	0.70	0.71
Fv/Fm_D4	0.77	0.74	0.80	0.79	0.81	0.70	0.77	0.80	0.73	0.79	0.79	0.73	0.80	0.71	0.63	0.73	0.72	0.80	0.72	0.75
QY_L1	0.06	0.07	0.03	0.03	0.03	0.08	0.05	0.03	0.07	0.04	0.04	0.06	0.02	0.06	0.05	0.08	0.06	0.03	0.06	0.05
QY_L2	0.09	0.09	0.09	0.08	0.09	0.09	0.09	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.08	0.09	0.08	0.06	0.08	0.08
QY_L3	0.11	0.09	0.09	0.08	0.09	0.10	0.08	0.07	0.08	0.08	0.07	0.09	0.07	0.08	0.08	0.08	0.10	0.08	0.09	0.08
QY_L4	0.10	0.14	0.09	0.11	0.09	0.12	0.11	0.10	0.10	0.10	0.08	0.11	0.08	0.09	0.09	0.11	0.10	0.10	0.11	0.11
QY_L5	0.11	0.14	0.12	0.11	0.09	0.13	0.11	0.11	0.11	0.11	0.09	0.12	0.10	0.10	0.10	0.09	0.11	0.10	0.10	0.11
QY_L6	0.13	0.15	0.12	0.10	0.11	0.13	0.12	0.10	0.11	0.12	0.10	0.11	0.10	0.11	0.10	0.12	0.11	0.11	0.12	0.09
QY_L7	0.13	0.16	0.12	0.13	0.12	0.13	0.13	0.12	0.12	0.12	0.10	0.14	0.11	0.12	0.12	0.14	0.10	0.11	0.13	0.14
QY_L8	0.16	0.18	0.12	0.12	0.14	0.15	0.14	0.13	0.16	0.13	0.12	0.14	0.11	0.13	0.13	0.13	0.14	0.12	0.14	0.13
QY_L9	0.17	0.17	0.14	0.12	0.14	0.16	0.14	0.13	0.17	0.14	0.13	0.15	0.13	0.13	0.12	0.15	0.13	0.12	0.14	0.16
QY_L10	0.16	0.18	0.13	0.14	0.15	0.16	0.14	0.15	0.15	0.13	0.13	0.16	0.12	0.14	0.14	0.15	0.15	0.13	0.15	0.16
QY_L11	0.17	0.18	0.14	0.13	0.15	0.16	0.15	0.14	0.17	0.15	0.11	0.16	0.13	0.13	0.13	0.17	0.16	0.12	0.14	0.16
QY_L12	0.18	0.18	0.13	0.13	0.14	0.16	0.18	0.13	0.17	0.15	0.13	0.15	0.13	0.12	0.15	0.14	0.15	0.13	0.15	0.15
QY_L13	0.19	0.18	0.11	0.14	0.15	0.17	0.15	0.14	0.19	0.16	0.11	0.14	0.15	0.15	0.12	0.20	0.15	0.14	0.13	0.17
QY_L14	0.18	0.18	0.14	0.15	0.18	0.17	0.16	0.15	0.19	0.16	0.13	0.17	0.15	0.14	0.14	0.17	0.16	0.13	0.16	0.16
QY_Lss	0.20	0.20	0.17	0.14	0.18	0.18	0.16	0.16	0.19	0.16	0.13	0.18	0.16	0.16	0.14	0.17	0.16	0.13	0.17	0.18
QY_D1	0.65	0.64	0.65	0.64	0.67	0.58	0.64	0.65	0.61	0.64	0.64	0.62	0.66	0.58	0.52	0.61	0.58	0.67	0.60	0.63
QY_D2	0.70	0.68	0.70	0.70	0.72	0.63	0.70	0.71	0.67	0.70	0.69	0.67	0.73	0.64	0.56	0.67	0.66	0.73	0.66	0.68
QY_D3	0.73	0.72	0.74	0.75	0.77	0.67	0.74	0.76	0.70	0.74	0.74	0.71	0.77	0.67	0.59	0.70	0.69	0.77	0.69	0.72
QY_D4	0.78	0.74	0.78	0.79	0.80	0.70	0.77	0.79	0.74	0.79	0.79	0.73	0.82	0.72	0.63	0.74	0.72	0.81	0.72	0.75
NPQ_L1	0.97	0.93	0.49	0.53	0.57	0.89	0.85	0.48	1.02	0.55	0.50	1.01	0.55	1.00	0.87	1.05	1.11	0.54	0.96	1.16
NPQ_L2	1.27	1.22	0.86	0.97	0.97	1.13	1.17	0.92	1.27	0.99	0.90	1.33	0.93	1.18	0.99	1.29	1.33	0.98	1.18	1.35
NPQ_L3	1.37	1.38	1.10	1.16	1.16	1.22	1.36	1.10	1.35	1.13	1.08	1.43	1.11	1.27	1.06	1.41	1.38	1.18	1.29	1.46
NPQ_L4	1.49	1.42	1.23	1.25	1.34	1.27	1.40	1.20	1.42	1.24	1.18	1.46	1.25	1.30	1.10	1.42	1.49	1.33	1.33	1.48
NPQ_L5	1.55	1.44	1.30	1.36	1.43	1.31	1.50	1.30	1.48	1.32	1.27	1.56	1.34	1.36	1.12	1.56	1.51	1.47	1.40	1.54
NPQ_L6	1.53	1.49	1.42	1.50	1.51	1.35	1.56	1.41	1.52	1.39	1.34	1.63	1.44	1.38	1.18	1.54	1.54	1.57	1.42	1.65
NPQ_L7	1.62	1.55	1.63	1.59	1.63	1.40	1.61	1.54	1.58	1.53	1.49	1.60	1.57	1.44	1.21	1.54	1.61	1.73	1.46	1.62
NPQ_L8	1.61	1.55	1.77	1.76	1.75	1.40	1.63	1.68	1.57	1.65	1.60	1.69	1.73	1.46	1.22	1.63	1.61	1.90	1.48	1.68
NPQ_L9	1.64	1.64	1.95	1.98	1.94	1.44	1.74	1.86	1.58	1.83	1.78	1.76	1.87	1.56	1.27	1.63	1.66	2.14	1.52	1.68
NPQ_L10	1.70	1.59	2.05	2.06	2.03	1.44	1.79	1.95	1.67	1.98	1.93	1.78	2.03	1.55	1.26	1.65	1.67	2.29	1.54	1.71
NPQ_L11	1.75	1.62	2.16	2.19	2.13	1.44	1.82	2.08	1.65	2.03	2.08	1.79	2.15	1.59	1.28	1.72	1.69	2.36	1.58	1.75
NPQ_L12	1.75	1.63	2.28	2.29	2.25	1.49	1.84	2.21	1.69	2.08	2.13	1.82	2.24	1.65	1.28	1.80	1.75	2.45	1.60	1.79
NPQ_L13	1.72	1.67	2.44	2.34	2.29	1.48	1.91	2.23	1.63	2.18	2.27	1.85	2.25	1.64	1.32	1.67	1.74	2.55	1.68	1.77
NPQ_L14	1.79	1.68	2.45	2.39	2.33	1.52	1.92	2.28	1.68	2.25	2.34	1.82	2.41	1.71	1.33	1.76	1.78	2.71	1.63	1.83
NPQ_Lss	1.76	1.67	2.43	2.50	2.36	1.51	1.94	2.38	1.68	2.34	2.40	1.85	2.42	1.66	1.33	1.77	1.77	2.80	1.62	1.81
NPQ_D1	1.23	1.03	1.78	1.82	1.71	1.06	1.25	1.69	1.17	1.66	1.73	1.22	1.65	1.20	0.99	1.20	1.26	1.96	1.16	1.26
NPQ_D2	0.91	0.80	1.41	1.32	1.25	0.82	0.94	1.23	0.85	1.23	1.34	0.89	1.14	0.95	0.78	0.85	0.84	1.34	0.83	0.93
