FluorCam7 Numeric Avg Export File
-----------------------------------
	Area 1	Area 2	Area 3	Area 4	Area 5	Area 6	Area 7	Area 8	Area 9	Area 10	Area 11	Area 12	Area 13	Area 14	Area 15	Area 16	Area 17	Area 18	Area 19	Area 20
NPQ_D3	0.60	0.57	0.79	0.86	0.72	0.54	0.64	0.85	0.58	0.77	0.90	0.56	0.89	0.56	0.63	0.60	0.59	0.88	0.54	0.61
NPQ_D4	0.34	0.33	0.45	0.47	0.42	0.35	0.35	0.52	0.32	0.46	0.53	0.32	0.54	0.31	0.39	0.35	0.37	0.48	0.32	0.33
qN_L1	0.55	0.57	0.38	0.33	0.31	0.47	0.57	0.37	0.57	0.31	0.36	0.56	0.33	0.56	0.57	0.59	0.52	0.35	0.59	0.61
qN_L2	0.64	0.64	0.54	0.52	0.50	0.57	0.65	0.54	0.64	0.51	0.54	0.64	0.54	0.65	0.66	0.66	0.61	0.54	0.66	0.68
qN_L3	0.67	0.68	0.58	0.58	0.56	0.60	0.67	0.59	0.67	0.56	0.58	0.66	0.59	0.68	0.68	0.68	0.65	0.59	0.68	0.69
qN_L4	0.67	0.69	0.61	0.62	0.59	0.63	0.69	0.61	0.68	0.60	0.61	0.67	0.62	0.69	0.70	0.70	0.65	0.62	0.70	0.70
qN_L5	0.69	0.69	0.63	0.63	0.61	0.63	0.70	0.63	0.70	0.62	0.63	0.68	0.65	0.70	0.70	0.71	0.68	0.64	0.71	0.71
qN_L6	0.70	0.71	0.65	0.65	0.62	0.65	0.71	0.64	0.70	0.64	0.65	0.68	0.67	0.71	0.71	0.71	0.68	0.66	0.72	0.72
qN_L7	0.71	0.72	0.67	0.68	0.65	0.66	0.72	0.67	0.71	0.67	0.66	0.70	0.69	0.72	0.72	0.73	0.68	0.68	0.73	0.73
qN_L8	0.72	0.73	0.70	0.70	0.67	0.67	0.73	0.69	0.72	0.70	0.69	0.71	0.71	0.73	0.73	0.73	0.70	0.70	0.73	0.73
qN_L9	0.72	0.72	0.72	0.72	0.70	0.68	0.74	0.72	0.72	0.72	0.71	0.72	0.74	0.73	0.74	0.73	0.71	0.72	0.74	0.73
qN_L10	0.72	0.73	0.74	0.75	0.73	0.69	0.75	0.74	0.74	0.74	0.73	0.72	0.76	0.74	0.75	0.74	0.72	0.74	0.74	0.74
qN_L11	0.73	0.74	0.75	0.75	0.74	0.70	0.75	0.75	0.74	0.76	0.74	0.73	0.78	0.74	0.75	0.74	0.72	0.75	0.74	0.74
qN_L12	0.73	0.74	0.76	0.76	0.75	0.71	0.75	0.76	0.74	0.76	0.75	0.73	0.78	0.74	0.75	0.74	0.72	0.76	0.74	0.74
qN_L13	0.74	0.75	0.77	0.77	0.76	0.72	0.76	0.77	0.75	0.78	0.76	0.74	0.80	0.76	0.76	0.75	0.73	0.77	0.74	0.75
qN_L14	0.74	0.75	0.77	0.78	0.77	0.71	0.77	0.78	0.75	0.78	0.77	0.74	0.81	0.75	0.76	0.76	0.74	0.78	0.75	0.75
qN_Lss	0.74	0.74	0.78	0.79	0.77	0.72	0.77	0.79	0.75	0.79	0.78	0.75	0.81	0.75	0.77	0.76	0.74	0.79	0.75	0.75
qN_D1	0.65	0.65	0.69	0.71	0.68	0.62	0.68	0.72	0.67	0.70	0.72	0.65	0.74	0.66	0.67	0.66	0.65	0.73	0.64	0.67
qN_D2	0.58	0.57	0.62	0.64	0.61	0.55	0.60	0.64	0.58	0.63	0.66	0.56	0.66	0.58	0.60	0.58	0.59	0.66	0.55	0.58
qN_D3	0.45	0.44	0.51	0.53	0.48	0.43	0.48	0.53	0.45	0.50	0.55	0.44	0.54	0.45	0.47	0.45	0.46	0.55	0.42	0.46
qN_D4	0.31	0.30	0.36	0.37	0.34	0.32	0.32	0.39	0.30	0.37	0.41	0.30	0.40	0.30	0.34	0.32	0.33	0.38	0.30	0.30
qP_L1	0.12	0.10	0.06	0.05	0.05	0.09	0.08	0.04	0.10	0.05	0.05	0.10	0.05	0.12	0.10	0.09	0.11	0.05	0.11	0.11
qP_L2	0.13	0.17	0.11	0.10	0.12	0.15	0.13	0.09	0.16	0.11	0.10	0.13	0.08	0.16	0.14	0.14	0.15	0.10	0.14	0.12
qP_L3	0.16	0.15	0.13	0.13	0.14	0.14	0.16	0.11	0.17	0.11	0.15	0.16	0.10	0.15	0.16	0.17	0.14	0.10	0.18	0.16
qP_L4	0.22	0.17	0.15	0.14	0.14	0.17	0.16	0.11	0.19	0.13	0.14	0.18	0.13	0.19	0.16	0.16	0.20	0.13	0.17	0.17
qP_L5	0.21	0.22	0.16	0.17	0.16	0.21	0.18	0.14	0.19	0.16	0.14	0.20	0.16	0.20	0.20	0.19	0.19	0.15	0.20	0.18
qP_L6	0.21	0.20	0.18	0.18	0.18	0.18	0.20	0.14	0.20	0.17	0.16	0.22	0.17	0.21	0.21	0.20	0.21	0.16	0.23	0.19
qP_L7	0.23	0.21	0.18	0.17	0.18	0.19	0.22	0.15	0.22	0.17	0.18	0.21	0.16	0.21	0.21	0.20	0.22	0.16	0.23	0.19
qP_L8	0.24	0.20	0.18	0.20	0.21	0.17	0.21	0.17	0.23	0.17	0.16	0.23	0.18	0.20	0.22	0.23	0.28	0.16	0.22	0.22
qP_L9	0.26	0.27	0.20	0.23	0.22	0.23	0.24	0.18	0.27	0.20	0.19	0.25	0.22	0.26	0.25	0.25	0.29	0.19	0.28	0.26
qP_L10	0.28	0.27	0.22	0.21	0.23	0.24	0.25	0.19	0.27	0.22	0.18	0.26	0.23	0.28	0.25	0.25	0.30	0.20	0.28	0.26
qP_L11	0.31	0.26	0.23	0.23	0.25	0.22	0.27	0.20	0.26	0.22	0.21	0.27	0.23	0.25	0.27	0.27	0.33	0.19	0.31	0.26
qP_L12	0.29	0.31	0.24	0.25	0.24	0.24	0.30	0.22	0.28	0.25	0.25	0.29	0.25	0.30	0.31	0.31	0.33	0.25	0.34	0.30
qP_L13	0.29	0.27	0.23	0.26	0.26	0.22	0.29	0.21	0.28	0.24	0.21	0.27	0.24	0.27	0.28	0.29	0.31	0.23	0.32	0.29
qP_L14	0.31	0.30	0.25	0.27	0.25	0.29	0.27	0.22	0.27	0.27	0.23	0.27	0.23	0.33	0.29	0.29	0.28	0.25	0.31	0.30
qP_Lss	0.31	0.34	0.25	0.24	0.27	0.27	0.30	0.21	0.29	0.25	0.23	0.27	0.26	0.31	0.31	0.30	0.31	0.22	0.32	0.30
qP_D1	0.94	0.96	0.94	0.93	0.92	0.93	0.98	0.93	0.95	0.95	0.91	0.95	0.97	0.98	0.99	0.99	0.97	0.95	0.99	0.98
qP_D2	0.98	0.98	0.97	0.97	0.96	0.96	1.01	0.98	0.99	0.98	0.95	0.99	0.99	1.00	1.01	1.01	1.00	0.97	1.01	1.01
qP_D3	0.97	0.98	0.97	0.96	0.96	0.96	1.00	0.98	0.98	0.98	0.95	0.98	0.99	0.99	1.00	1.00	0.99	0.97	1.00	0.99
qP_D4	0.98	0.97	0.98	0.96	0.97	0.96	1.00	0.98	0.97	0.98	0.97	0.98	0.97	1.00	1.00	0.99	0.99	0.97	0.99	0.99
qL_L1	0.37	0.29	0.27	0.25	0.28	0.27	0.24	0.18	0.29	0.27	0.21	0.28	0.28	0.31	0.29	0.27	0.33	0.21	0.32	0.30
qL_L2	0.35	0.43	0.41	0.38	0.47	0.40	0.33	0.34	0.41	0.42	0.33	0.34	0.34	0.39	0.35	0.35	0.38	0.34	0.37	0.30
qL_L3	0.41	0.37	0.46	0.46	0.51	0.36	0.40	0.38	0.41	0.40	0.47	0.40	0.38	0.36	0.40	0.41	0.35	0.34	0.45	0.38
qL_L4	0.53	0.42	0.49	0.47	0.49	0.42	0.38	0.36	0.45	0.45	0.42	0.45	0.44	0.43	0.38	0.39	0.46	0.41	0.41	0.39
qL_L5	0.51	0.51	0.52	0.56	0.54	0.50	0.43	0.45	0.43	0.51	0.40	0.47	0.52	0.44	0.46	0.44	0.44	0.45	0.48	0.42
qL_L6	0.51	0.47	0.55	0.56	0.59	0.42	0.45	0.46	0.46	0.51	0.46	0.52	0.52	0.45	0.49	0.45	0.48	0.47	0.53	0.42
qL_L7	0.53	0.48	0.54	0.51	0.57	0.44	0.48	0.46	0.50	0.50	0.49	0.49	0.48	0.44	0.47	0.45	0.50	0.44	0.51	0.41
qL_L8	0.54	0.45	0.51	0.56	0.63	0.39	0.47	0.49	0.51	0.47	0.43	0.52	0.52	0.43	0.48	0.51	0.59	0.43	0.50	0.47
qL_L9	0.58	0.58	0.53	0.61	0.62	0.51	0.51	0.48	0.57	0.54	0.49	0.55	0.59	0.52	0.53	0.55	0.59	0.49	0.60	0.54
qL_L10	0.61	0.58	0.57	0.55	0.61	0.51	0.51	0.50	0.57	0.56	0.44	0.57	0.57	0.56	0.52	0.54	0.61	0.49	0.60	0.54
qL_L11	0.65	0.55	0.58	0.58	0.64	0.49	0.56	0.50	0.55	0.55	0.50	0.57	0.56	0.51	0.56	0.57	0.65	0.47	0.64	0.54
qL_L12	0.62	0.63	0.59	0.62	0.61	0.52	0.60	0.56	0.57	0.58	0.57	0.60	0.59	0.58	0.63	0.63	0.65	0.58	0.69	0.61
qL_L13	0.61	0.55	0.56	0.63	0.63	0.47	0.59	0.51	0.57	0.56	0.49	0.56	0.57	0.53	0.57	0.60	0.62	0.52	0.66	0.58
qL_L14	0.64	0.62	0.58	0.63	0.61	0.59	0.54	0.52	0.54	0.62	0.52	0.56	0.53	0.62	0.58	0.59	0.57	0.55	0.64	0.59
qL_Lss	0.65	0.67	0.59	0.57	0.65	0.56	0.58	0.49	0.57	0.56	0.51	0.55	0.59	0.59	0.62	0.61	0.61	0.49	0.66	0.60
qL_D1	1.05	1.03	1.06	1.07	1.09	1.05	1.01	1.07	1.03	1.05	1.07	1.04	1.03	1.01	1.00	1.01	1.02	1.04	1.01	1.02
qL_D2	1.03	1.02	1.05	1.05	1.07	1.04	0.99	1.04	1.01	1.03	1.06	1.01	1.02	1.00	0.99	0.99	1.00	1.04	0.99	0.99
qL_D3	1.05	1.02	1.06	1.08	1.09	1.05	1.01	1.05	1.02	1.05	1.08	1.03	1.02	1.02	0.99	1.00	1.01	1.06	1.00	1.01
qL_D4	1.04	1.06	1.07	1.10	1.09	1.06	1.00	1.06	1.05	1.04	1.07	1.05	1.07	1.01	0.99	1.02	1.01	1.07	1.01	1.02
Rfd_L1	1.02	0.99	0.57	0.46	0.44	0.67	0.98	0.51	0.96	0.42	0.48	0.96	0.44	0.94	0.97	1.08	0.83	0.49	1.09	1.09
Rfd_L2	1.37	1.40	1.07	1.00	0.98	1.02	1.35	1.03	1.32	0.92	0.99	1.29	1.00	1.31	1.38	1.45	1.16	1.04	1.46	1.39
Rfd_L3	1.58	1.52	1.27	1.25	1.20	1.13	1.50	1.23	1.44	1.11	1.20	1.45	1.23	1.45	1.53	1.62	1.33	1.24	1.62	1.55
Rfd_L4	1.69	1.63	1.44	1.44	1.33	1.27	1.60	1.33	1.54	1.29	1.33	1.54	1.41	1.56	1.66	1.71	1.45	1.41	1.73	1.60
Rfd_L5	1.79	1.76	1.56	1.57	1.48	1.35	1.68	1.45	1.66	1.42	1.43	1.61	1.60	1.66	1.75	1.79	1.56	1.54	1.82	1.69
Rfd_L6	1.81	1.85	1.71	1.72	1.57	1.38	1.79	1.55	1.68	1.55	1.56	1.67	1.72	1.73	1.86	1.85	1.62	1.65	1.94	1.75
Rfd_L7	1.93	1.90	1.84	1.87	1.73	1.44	1.86	1.71	1.78	1.72	1.63	1.75	1.88	1.78	1.89	1.94	1.65	1.80	2.00	1.82
Rfd_L8	2.02	1.94	2.00	2.06	1.94	1.47	1.95	1.88	1.85	1.88	1.74	1.82	2.10	1.83	1.99	2.02	1.83	1.91	2.05	1.88
Rfd_L9	2.07	2.06	2.24	2.32	2.19	1.63	2.08	2.14	1.94	2.17	1.94	1.92	2.42	1.95	2.10	2.12	1.91	2.17	2.18	1.98
Rfd_L10	2.16	2.12	2.41	2.49	2.36	1.69	2.18	2.31	2.06	2.36	2.12	1.99	2.66	2.04	2.20	2.19	2.00	2.30	2.26	2.03
Rfd_L11	2.23	2.16	2.52	2.61	2.56	1.72	2.23	2.43	2.09	2.49	2.23	2.05	2.82	2.02	2.23	2.24	2.06	2.41	2.27	2.06
Rfd_L12	2.21	2.28	2.68	2.76	2.64	1.82	2.32	2.58	2.12	2.64	2.40	2.07	2.96	2.11	2.34	2.32	2.12	2.60	2.36	2.12
Rfd_L13	2.28	2.27	2.73	2.86	2.75	1.82	2.33	2.69	2.17	2.76	2.47	2.13	3.08	2.16	2.34	2.35	2.09	2.68	2.31	2.16
Rfd_L14	2.35	2.33	2.83	2.99	2.82	1.88	2.40	2.80	2.16	2.90	2.59	2.16	3.16	2.23	2.40	2.38	2.10	2.79	2.35	2.17
Rfd_Lss	2.37	2.38	2.94	3.04	2.97	1.93	2.46	2.88	2.24	2.95	2.71	2.19	3.30	2.22	2.48	2.44	2.19	2.88	2.39	2.20
