FluorCam7 Numeric Avg Export File
-----------------------------------
	Area 1	Area 2	Area 3	Area 4	Area 5	Area 6	Area 7	Area 8	Area 9	Area 10	Area 11	Area 12	Area 13	Area 14	Area 15	Area 16	Area 17	Area 18	Area 19	Area 20
Fm_L5	132.82	148.59	229.82	216.85	219.02	179.13	188.71	224.83	159.42	271.38	227.71	173.72	202.41	174.93	170.86	184.12	124.98	242.96	180.10	168.55
Fm_L6	131.38	142.12	220.25	206.48	214.39	172.84	182.90	216.84	159.51	258.25	220.21	172.45	193.55	170.86	166.27	181.20	123.55	235.07	176.42	165.01
Fm_L7	127.46	140.74	209.34	193.41	201.99	169.32	180.58	204.85	155.87	241.91	216.01	165.96	181.54	167.88	164.02	175.72	123.23	221.57	171.81	160.64
Fm_L8	124.53	137.24	197.79	184.90	191.90	164.68	174.57	195.72	152.68	227.99	204.33	164.25	171.79	164.00	158.80	174.54	120.07	212.56	168.42	160.75
Fm_L9	124.63	138.51	185.30	173.67	177.87	162.04	169.76	179.15	152.28	212.26	194.51	160.12	159.69	163.40	156.13	171.72	116.75	200.18	167.86	159.51
Fm_L10	122.61	136.19	178.93	163.02	168.43	157.96	165.15	171.43	146.14	202.82	181.25	157.78	149.44	160.99	151.17	167.54	114.63	191.91	164.16	157.04
Fm_L11	122.26	132.55	173.63	159.21	161.99	154.95	165.72	166.24	143.84	194.53	178.61	155.30	142.95	158.43	152.29	167.31	114.44	184.98	166.97	155.46
Fm_L12	121.49	132.23	167.96	155.68	156.98	151.40	164.18	162.65	143.70	189.42	174.27	156.52	139.80	158.56	151.69	167.55	112.42	183.20	166.02	157.32
Fm_L13	118.50	128.83	164.13	152.23	153.96	149.02	162.88	155.45	141.88	182.22	166.13	150.89	134.70	152.85	148.16	163.64	111.73	175.42	165.96	153.29
Fm_L14	117.48	129.75	161.01	148.04	149.96	152.93	156.33	151.98	140.65	179.71	162.32	149.67	130.22	155.63	145.84	161.76	108.94	172.07	162.49	153.54
Fm_Lss	117.54	131.27	157.22	142.50	147.13	148.91	156.25	147.32	138.79	174.09	156.69	147.86	129.21	154.31	145.18	160.63	107.74	165.00	162.45	152.43
Fm_D1	145.53	162.05	198.96	179.63	187.24	181.89	195.91	183.31	170.40	222.65	188.53	185.60	162.46	190.26	183.18	202.61	131.50	196.10	207.72	186.90
Fm_D2	165.13	189.66	232.33	209.88	221.31	206.59	227.41	217.49	200.76	264.03	217.36	219.45	196.91	221.09	211.22	239.23	149.11	231.34	246.28	218.71
Fm_D3	201.59	229.76	286.36	260.55	275.24	242.84	279.33	269.54	245.56	331.60	264.21	261.38	248.80	270.21	259.59	288.35	180.77	290.03	294.51	261.80
Fm_D4	240.63	271.03	352.05	329.44	332.71	277.53	339.03	328.28	293.68	400.33	329.56	309.74	304.43	322.28	305.35	341.19	210.69	369.93	343.57	317.98
Ft_L1	158.47	177.95	330.61	333.44	331.54	218.43	226.94	327.61	191.21	409.23	337.79	202.23	322.44	210.65	209.22	218.15	153.63	370.81	212.03	192.44
Ft_L2	135.11	147.32	250.52	243.54	241.71	180.36	190.87	244.26	161.52	302.15	251.91	173.37	232.24	176.91	173.23	184.70	130.29	270.98	180.24	168.72
Ft_L3	124.05	140.46	228.88	216.09	217.62	171.40	179.17	222.75	153.41	274.89	227.24	161.56	208.42	167.28	163.03	173.05	121.13	247.33	169.19	158.04
Ft_L4	118.83	134.42	213.07	199.99	205.28	161.10	172.21	212.70	147.70	253.72	214.44	156.28	192.52	159.53	154.92	167.38	115.12	229.90	162.19	154.66
Ft_L5	114.62	128.21	202.85	189.25	193.34	155.02	167.43	202.61	141.03	239.77	206.28	152.01	178.65	153.92	149.90	162.48	110.10	217.35	156.86	149.67
Ft_L6	113.64	124.22	191.77	179.43	186.20	153.67	160.78	194.54	139.76	227.41	195.77	148.24	170.59	149.73	144.30	159.14	107.41	208.67	150.67	146.40
Ft_L7	109.08	122.27	182.46	169.92	175.52	149.68	156.72	182.91	134.57	212.95	190.09	143.97	161.18	147.31	142.95	154.26	106.23	197.52	147.71	142.63
Ft_L8	105.86	120.57	173.21	159.32	162.86	147.59	152.00	172.53	131.26	201.70	182.53	140.57	149.85	144.58	138.00	149.83	99.74	189.75	145.23	139.64
Ft_L9	104.24	115.80	160.29	146.67	150.26	138.97	145.70	157.84	127.57	183.23	170.28	135.58	135.56	138.92	132.94	145.38	96.70	174.62	139.26	135.25
Ft_L10	101.33	113.50	152.27	139.62	142.43	135.47	141.11	149.86	122.40	172.70	160.51	132.50	126.78	134.66	128.98	142.03	94.03	167.42	135.88	132.63
Ft_L11	99.06	112.03	147.27	135.08	134.69	134.05	138.83	144.67	121.35	166.30	154.78	129.86	121.48	135.54	127.80	139.94	92.18	162.08	135.66	131.36
Ft_L12	99.64	107.81	141.20	129.63	131.74	129.36	135.07	138.77	120.19	159.39	147.07	129.33	117.17	131.68	123.49	136.29	90.47	153.66	132.00	129.11
Ft_L13	97.58	108.34	139.28	126.19	127.78	129.42	134.71	134.53	118.19	154.33	144.32	126.84	113.71	129.31	123.44	135.06	91.22	150.36	133.78	127.52
Ft_L14	95.58	106.24	135.47	122.04	125.30	126.73	131.89	130.71	118.69	148.69	139.33	125.41	111.62	126.56	121.22	134.10	91.01	145.82	132.17	126.82
Ft_Lss	95.06	104.64	131.73	120.44	120.66	124.74	129.46	128.00	115.50	146.93	134.81	124.35	107.96	127.06	118.51	131.89	88.25	142.68	130.72	125.67
Ft_D1	54.96	61.37	69.26	63.97	64.71	74.25	74.42	66.25	68.16	78.22	76.36	71.36	55.05	75.17	66.59	73.30	50.92	74.75	71.52	71.43
Ft_D2	54.13	62.18	69.30	63.19	63.40	74.60	74.17	64.85	67.81	78.57	76.48	70.25	57.13	77.34	67.65	74.28	51.02	77.28	72.16	71.22
Ft_D3	58.93	66.32	73.82	69.49	68.07	79.09	81.93	69.09	73.12	84.89	82.18	76.11	60.11	84.69	72.87	80.39	54.94	83.92	78.01	78.27
Ft_D4	61.03	72.22	77.28	74.31	70.28	82.92	85.99	73.26	80.12	87.24	85.09	81.48	67.25	86.91	76.00	85.58	57.61	89.41	82.35	83.52
Fo_L1	52.35	60.28	70.63	65.67	63.09	71.55	77.50	67.92	66.72	83.48	77.60	68.85	62.33	77.62	70.55	74.81	52.89	82.20	72.40	71.30
Fo_L2	49.76	57.49	66.97	61.91	59.78	68.13	73.76	64.17	63.87	78.88	72.84	65.86	58.47	73.69	66.76	71.37	50.36	76.96	69.03	68.13
Fo_L3	48.66	56.16	65.72	60.50	58.54	66.73	72.71	62.92	62.69	77.05	71.58	64.70	57.13	71.86	65.73	70.27	48.95	75.17	68.12	67.11
Fo_L4	48.63	55.65	64.70	59.37	57.69	65.77	71.55	62.11	62.15	75.78	70.18	64.28	56.25	71.23	64.41	69.28	48.73	74.00	66.85	66.63
Fo_L5	47.93	55.31	64.01	58.96	57.04	65.51	71.20	61.68	61.00	75.04	69.30	63.85	55.50	70.36	64.25	68.95	47.83	73.09	66.64	66.05
Fo_L6	47.74	54.39	63.24	58.16	56.72	64.65	70.36	61.07	61.01	74.00	68.59	63.68	54.81	69.69	63.59	68.53	47.62	72.36	66.13	65.50
Fo_L7	47.21	54.18	62.31	57.08	55.82	64.15	70.01	60.08	60.47	72.59	68.18	62.77	53.81	69.19	63.26	67.74	47.57	71.03	65.47	64.80
Fo_L8	46.81	53.66	61.25	56.31	55.02	63.47	69.09	59.27	59.99	71.29	66.97	62.53	52.92	68.52	62.47	67.56	47.10	70.08	64.97	64.82
Fo_L9	46.82	53.85	60.00	55.22	53.80	63.08	68.32	57.65	59.93	69.67	65.88	61.92	51.71	68.41	62.05	67.13	46.58	68.68	64.89	64.62
Fo_L10	46.53	53.50	59.31	54.10	52.91	62.45	67.56	56.83	58.95	68.63	64.28	61.56	50.59	67.99	61.25	66.49	46.24	67.68	64.33	64.21
Fo_L11	46.48	52.92	58.72	53.67	52.25	61.97	67.66	56.25	58.57	67.65	63.95	61.18	49.82	67.53	61.43	66.45	46.21	66.79	64.76	63.94
Fo_L12	46.37	52.87	58.05	53.27	51.72	61.40	67.40	55.83	58.55	67.02	63.38	61.37	49.43	67.55	61.33	66.49	45.87	66.56	64.61	64.25
Fo_L13	45.93	52.32	57.59	52.86	51.39	61.00	67.18	54.96	58.25	66.10	62.27	60.49	48.78	66.49	60.75	65.86	45.76	65.50	64.60	63.57
Fo_L14	45.77	52.47	57.20	52.34	50.93	61.65	66.04	54.52	58.04	65.76	61.73	60.29	48.18	67.01	60.35	65.56	45.28	65.03	64.07	63.61
Fo_Lss	45.78	52.72	56.72	51.63	50.60	60.99	66.02	53.90	57.72	65.00	60.90	59.99	48.04	66.77	60.24	65.37	45.07	64.00	64.07	63.42
Fo_D1	49.49	57.07	61.36	55.81	54.63	65.88	72.20	58.08	62.54	70.76	65.18	65.39	52.00	72.71	65.92	71.39	48.76	68.19	70.09	68.69
Fo_D2	51.57	60.16	64.20	58.43	57.20	68.86	76.08	61.12	66.22	74.47	68.31	69.15	55.08	76.80	69.22	75.46	50.99	72.00	74.00	72.57
Fo_D3	54.66	63.68	67.73	61.77	60.25	72.46	81.13	64.63	70.46	79.01	72.34	72.83	58.49	81.98	73.72	79.74	54.24	76.84	77.83	76.76
Fo_D4	57.17	66.49	70.86	65.00	62.62	75.27	85.50	67.52	73.93	82.38	76.49	76.14	61.12	86.21	77.00	83.31	56.65	81.51	80.88	80.96
Fv_L1	121.00	130.59	275.76	281.76	283.47	161.28	163.00	270.00	138.74	344.39	273.53	147.60	274.83	150.33	153.56	158.02	113.74	302.38	157.01	136.23
Fv_L2	98.14	107.96	206.13	201.13	205.91	132.04	134.09	197.63	116.77	250.49	198.15	123.58	189.86	123.40	123.09	131.06	93.50	214.71	129.66	114.69
Fv_L3	89.89	98.73	187.75	178.82	184.24	121.83	127.00	179.21	108.78	222.55	182.80	115.48	168.73	112.70	116.01	123.56	83.98	192.32	123.19	108.55
Fv_L4	89.73	95.44	174.28	163.18	171.19	115.28	119.64	168.50	105.37	205.54	167.34	112.65	156.47	109.19	107.61	117.25	82.54	179.31	114.79	105.73
Fv_L5	84.89	93.28	165.81	157.89	161.97	113.62	117.51	163.15	98.42	196.34	158.41	109.87	146.91	104.57	106.61	115.17	77.15	169.87	113.46	102.50
Fv_L6	83.64	87.73	157.00	148.32	157.66	108.19	112.54	155.77	98.50	184.25	151.62	108.78	138.74	101.17	102.68	112.66	75.93	162.71	110.29	99.51
Fv_L7	80.24	86.56	147.03	136.34	146.17	105.17	110.57	144.77	95.40	169.31	147.84	103.19	127.74	98.70	100.76	107.99	75.65	150.54	106.34	95.84
Fv_L8	77.72	83.58	136.54	128.59	136.88	101.21	105.48	136.45	92.69	156.70	137.36	101.72	118.88	95.48	96.34	106.98	72.98	142.49	103.45	95.93
Fv_L9	77.81	84.66	125.31	118.44	124.07	98.96	101.44	121.50	92.36	142.59	128.63	98.20	107.98	94.99	94.08	104.59	70.18	131.50	102.97	94.90
Fv_L10	76.08	82.70	119.61	108.92	115.53	95.51	97.59	114.60	87.19	134.20	116.97	96.21	98.85	93.00	89.92	101.06	68.39	124.23	99.83	92.83
Fv_L11	75.78	79.63	114.91	105.53	109.74	92.98	98.06	110.00	85.26	126.88	114.66	94.12	93.13	90.90	90.86	100.86	68.24	118.19	102.21	91.52
Fv_L12	75.12	79.36	109.90	102.41	105.26	90.00	96.78	106.82	85.15	122.40	110.89	95.15	90.37	91.01	90.35	101.06	66.55	116.64	101.41	93.07
Fv_L13	72.57	76.51	106.54	99.37	102.57	88.02	95.70	100.50	83.64	116.12	103.86	90.41	85.92	86.35	87.41	97.77	65.97	109.91	101.36	89.72
Fv_L14	71.70	77.28	103.80	95.70	99.02	91.28	90.29	97.47	82.61	113.95	100.58	89.38	82.04	88.61	85.48	96.21	63.66	107.04	98.42	89.93
Fv_Lss	71.75	78.55	100.51	90.86	96.53	87.93	90.23	93.42	81.07	109.09	95.79	87.87	81.17	87.54	84.94	95.27	62.66	101.00	98.39	89.01
Fv_D1	96.04	104.98	137.60	123.82	132.61	116.01	123.71	125.23	107.86	151.89	123.35	120.21	110.46	117.55	117.26	131.22	82.75	127.91	137.63	118.21
Fv_D2	113.56	129.50	168.13	151.45	164.11	137.73	151.32	156.38	134.54	189.57	149.05	150.30	141.83	144.29	141.99	163.77	98.11	159.34	172.28	146.14
Fv_D3	146.93	166.08	218.62	198.77	214.99	170.38	198.20	204.91	175.10	252.59	191.87	188.56	190.31	188.23	185.87	208.61	126.53	213.19	216.68	185.03
Fv_D4	183.45	204.54	281.18	264.44	270.09	202.26	253.53	260.76	219.75	317.95	253.07	233.60	243.32	236.07	228.35	257.87	154.04	288.43	262.69	237.02
Fq_L1	14.88	12.92	15.78	13.99	15.02	14.40	13.56	10.31	14.25	18.64	13.34	14.21	14.73	17.30	14.89	14.68	13.00	13.76	17.37	15.08
Fq_L2	12.79	18.13	22.57	19.50	23.98	19.82	16.98	17.55	19.12	27.22	19.08	16.07	16.09	20.17	16.62	17.73	13.58	20.69	18.46	14.10
Fq_L3	14.49	14.43	24.59	23.23	25.16	17.16	20.54	19.37	18.05	24.70	27.15	18.62	17.44	17.28	18.71	20.77	11.80	20.16	22.12	17.62
Fq_L4	19.53	16.67	25.91	22.56	23.61	19.94	18.97	17.91	19.83	27.60	23.08	20.65	20.19	20.89	17.10	19.16	16.14	23.41	19.45	17.69
Fq_L5	18.20	20.38	26.96	27.60	25.68	24.11	21.28	22.22	18.39	31.61	21.43	21.72	23.77	21.01	20.96	21.64	14.88	25.61	23.24	18.88
Fq_L6	17.75	17.90	28.47	27.05	28.19	19.17	22.12	22.30	19.75	30.83	24.45	24.22	22.96	21.13	21.97	22.06	16.14	26.40	25.76	18.61
Fq_L7	18.38	18.47	26.88	23.49	26.48	19.64	23.86	21.94	21.30	28.95	25.92	21.99	20.37	20.58	21.07	21.46	16.99	24.06	24.10	18.01
Fq_L8	18.67	16.67	24.59	25.58	29.03	17.09	22.57	23.20	21.42	26.29	21.80	23.68	21.95	19.41	20.80	24.71	20.33	22.81	23.19	21.11
Fq_L9	20.38	22.71	25.01	27.00	27.61	23.07	24.06	21.31	24.72	29.03	24.24	24.54	24.13	24.48	23.19	26.35	20.06	25.56	28.60	24.27
Fq_L10	21.28	22.69	26.65	23.40	26.00	22.48	24.04	21.56	23.74	30.12	20.74	25.28	22.66	26.34	22.19	25.51	20.60	24.49	28.28	24.41
Fq_L11	23.21	20.53	26.36	24.13	27.30	20.90	26.89	21.58	22.48	28.23	23.82	25.44	21.47	22.89	24.49	27.37	22.27	22.90	31.31	24.10
Fq_L12	21.85	24.42	26.75	26.05	25.24	22.04	29.11	23.87	23.51	30.04	27.20	27.20	22.64	26.89	28.20	31.26	21.95	29.54	34.02	28.21
Fq_L13	20.92	20.49	24.85	26.04	26.18	19.60	28.17	20.93	23.69	27.89	21.81	24.06	20.99	23.54	24.72	28.58	20.51	25.06	32.18	25.77
Fq_L14	21.89	23.52	25.54	26.00	24.66	26.19	24.44	21.27	21.96	31.02	22.98	24.26	18.60	29.06	24.61	27.67	17.93	26.25	30.32	26.72
Fq_Lss	22.48	26.63	25.49	22.05	26.47	24.17	26.79	19.33	23.29	27.16	21.88	23.52	21.25	27.24	26.67	28.75	19.49	22.32	31.74	26.76
Fq_D1	90.57	100.68	129.69	115.66	122.53	107.64	121.49	117.06	102.25	144.43	112.17	114.24	107.41	115.09	116.59	129.31	80.59	121.35	136.20	115.48
Fq_D2	111.00	127.47	163.03	146.69	157.91	131.99	153.24	152.64	132.95	185.46	140.88	149.20	139.78	143.75	143.56	164.95	98.08	154.07	174.12	147.49
Fq_D3	142.66	163.44	212.54	191.06	207.17	163.75	197.40	200.44	172.44	246.71	182.03	185.28	188.69	185.52	186.72	207.97	125.83	206.11	216.50	183.53
Fq_D4	179.60	198.81	274.76	255.13	262.43	194.60	253.04	255.02	213.56	313.09	244.47	228.26	237.18	235.38	229.35	255.61	153.08	280.53	261.22	234.46
QY_max	0.81	0.80	0.85	0.86	0.86	0.78	0.80	0.85	0.80	0.85	0.83	0.80	0.86	0.78	0.80	0.81	0.79	0.84	0.81	0.80
Fv/Fm_L1	0.70	0.68	0.80	0.81	0.82	0.69	0.68	0.80	0.68	0.80	0.78	0.68	0.82	0.66	0.69	0.68	0.68	0.79	0.68	0.66
Fv/Fm_L2	0.66	0.65	0.75	0.76	0.78	0.66	0.65	0.75	0.65	0.76	0.73	0.65	0.76	0.63	0.65	0.65	0.65	0.74	0.65	0.63
Fv/Fm_L3	0.65	0.64	0.74	0.75	0.76	0.65	0.64	0.74	0.63	0.74	0.72	0.64	0.75	0.61	0.64	0.64	0.63	0.72	0.64	0.62
Fv/Fm_L4	0.65	0.63	0.73	0.73	0.75	0.64	0.63	0.73	0.63	0.73	0.70	0.64	0.74	0.61	0.63	0.63	0.63	0.71	0.63	0.61
Fv/Fm_L5	0.64	0.63	0.72	0.73	0.74	0.63	0.62	0.73	0.62	0.72	0.70	0.63	0.73	0.60	0.62	0.63	0.62	0.70	0.63	0.61
Fv/Fm_L6	0.64	0.62	0.71	0.72	0.74	0.63	0.62	0.72	0.62	0.71	0.69	0.63	0.72	0.59	0.62	0.62	0.61	0.69	0.63	0.60
Fv/Fm_L7	0.63	0.62	0.70	0.70	0.72	0.62	0.61	0.71	0.61	0.70	0.68	0.62	0.70	0.59	0.61	0.61	0.61	0.68	0.62	0.60
Fv/Fm_L8	0.62	0.61	0.69	0.70	0.71	0.61	0.60	0.70	0.61	0.69	0.67	0.62	0.69	0.58	0.61	0.61	0.61	0.67	0.61	0.60
Fv/Fm_L9	0.62	0.61	0.68	0.68	0.70	0.61	0.60	0.68	0.61	0.67	0.66	0.61	0.68	0.58	0.60	0.61	0.60	0.66	0.61	0.59
Fv/Fm_L10	0.62	0.61	0.67	0.67	0.69	0.60	0.59	0.67	0.60	0.66	0.65	0.61	0.66	0.58	0.59	0.60	0.60	0.65	0.61	0.59
Fv/Fm_L11	0.62	0.60	0.66	0.66	0.68	0.60	0.59	0.66	0.59	0.65	0.64	0.61	0.65	0.57	0.60	0.60	0.60	0.64	0.61	0.59
Fv/Fm_L12	0.62	0.60	0.65	0.66	0.67	0.59	0.59	0.66	0.59	0.65	0.64	0.61	0.65	0.57	0.60	0.60	0.59	0.64	0.61	0.59
Fv/Fm_L13	0.61	0.59	0.65	0.65	0.67	0.59	0.59	0.65	0.59	0.64	0.63	0.60	0.64	0.56	0.59	0.60	0.59	0.63	0.61	0.59
Fv/Fm_L14	0.61	0.60	0.64	0.65	0.66	0.60	0.58	0.64	0.59	0.63	0.62	0.60	0.63	0.57	0.59	0.59	0.58	0.62	0.61	0.59
Fv/Fm_Lss	0.61	0.60	0.64	0.64	0.66	0.59	0.58	0.63	0.58	0.63	0.61	0.59	0.63	0.57	0.59	0.59	0.58	0.61	0.61	0.58
Fv/Fm_D1	0.66	0.65	0.69	0.69	0.71	0.64	0.63	0.68	0.63	0.68	0.65	0.65	0.68	0.62	0.64	0.65	0.63	0.65	0.66	0.63
Fv/Fm_D2	0.69	0.68	0.72	0.72	0.74	0.67	0.67	0.72	0.67	0.72	0.69	0.68	0.72	0.65	0.67	0.68	0.66	0.69	0.70	0.67
Fv/Fm_D3	0.73	0.72	0.76	0.76	0.78	0.70	0.71	0.76	0.71	0.76	0.73	0.72	0.76	0.70	0.72	0.72	0.70	0.74	0.74	0.71
Fv/Fm_D4	0.76	0.75	0.80	0.80	0.81	0.73	0.75	0.79	0.75	0.79	0.77	0.75	0.80	0.73	0.75	0.76	0.73	0.78	0.76	0.75
QY_L1	0.09	0.07	0.05	0.04	0.04	0.06	0.06	0.03	0.07	0.04	0.04	0.07	0.04	0.08	0.07	0.06	0.08	0.04	0.08	0.07
QY_L2	0.09	0.11	0.08	0.07	0.09	0.10	0.08	0.07	0.11	0.08	0.07	0.08	0.06	0.10	0.09	0.09	0.09	0.07	0.09	0.08
QY_L3	0.10	0.09	0.10	0.10	0.10	0.09	0.10	0.08	0.11	0.08	0.11	0.10	0.08	0.09	0.10	0.11	0.09	0.08	0.12	0.10
QY_L4	0.14	0.11	0.11	0.10	0.10	0.11	0.10	0.08	0.12	0.10	0.10	0.12	0.09	0.12	0.10	0.10	0.12	0.09	0.11	0.10
QY_L5	0.14	0.14	0.12	0.13	0.12	0.13	0.11	0.10	0.12	0.12	0.09	0.12	0.12	0.12	0.12	0.12	0.12	0.11	0.13	0.11
QY_L6	0.14	0.13	0.13	0.13	0.13	0.11	0.12	0.10	0.12	0.12	0.11	0.14	0.12	0.12	0.13	0.12	0.13	0.11	0.15	0.11
QY_L7	0.14	0.13	0.13	0.12	0.13	0.12	0.13	0.11	0.14	0.12	0.12	0.13	0.11	0.12	0.13	0.12	0.14	0.11	0.14	0.11
QY_L8	0.15	0.12	0.12	0.14	0.15	0.10	0.13	0.12	0.14	0.12	0.11	0.14	0.13	0.12	0.13	0.14	0.17	0.11	0.14	0.13
QY_L9	0.16	0.16	0.13	0.16	0.16	0.14	0.14	0.12	0.16	0.14	0.12	0.15	0.15	0.15	0.15	0.15	0.17	0.13	0.17	0.15
QY_L10	0.17	0.17	0.15	0.14	0.15	0.14	0.15	0.13	0.16	0.15	0.11	0.16	0.15	0.16	0.15	0.15	0.18	0.13	0.17	0.16
QY_L11	0.19	0.15	0.15	0.15	0.17	0.13	0.16	0.13	0.16	0.15	0.13	0.16	0.15	0.14	0.16	0.16	0.19	0.12	0.19	0.16
QY_L12	0.18	0.18	0.16	0.17	0.16	0.15	0.18	0.15	0.16	0.16	0.16	0.17	0.16	0.17	0.19	0.19	0.20	0.16	0.20	0.18
QY_L13	0.18	0.16	0.15	0.17	0.17	0.13	0.17	0.13	0.17	0.15	0.13	0.16	0.16	0.15	0.17	0.17	0.18	0.14	0.19	0.17
QY_L14	0.19	0.18	0.16	0.18	0.16	0.17	0.16	0.14	0.16	0.17	0.14	0.16	0.14	0.19	0.17	0.17	0.16	0.15	0.19	0.17
QY_Lss	0.19	0.20	0.16	0.15	0.18	0.16	0.17	0.13	0.17	0.16	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.14	0.20	0.18
QY_D1	0.62	0.62	0.65	0.64	0.65	0.59	0.62	0.64	0.60	0.65	0.59	0.62	0.66	0.60	0.64	0.64	0.61	0.62	0.66	0.62
QY_D2	0.67	0.67	0.70	0.70	0.71	0.64	0.67	0.70	0.66	0.70	0.65	0.68	0.71	0.65	0.68	0.69	0.66	0.67	0.71	0.67
QY_D3	0.71	0.71	0.74	0.73	0.75	0.67	0.71	0.74	0.70	0.74	0.69	0.71	0.76	0.69	0.72	0.72	0.70	0.71	0.74	0.70
QY_D4	0.75	0.73	0.78	0.77	0.79	0.70	0.75	0.78	0.73	0.78	0.74	0.74	0.78	0.73	0.75	0.75	0.73	0.76	0.76	0.74
NPQ_L1	0.86	0.89	0.48	0.39	0.37	0.60	0.91	0.47	0.89	0.37	0.43	0.88	0.39	0.85	0.89	0.98	0.73	0.42	0.98	1.03
NPQ_L2	1.18	1.18	0.87	0.84	0.78	0.87	1.21	0.90	1.15	0.78	0.86	1.15	0.89	1.14	1.23	1.28	1.00	0.87	1.28	1.31
NPQ_L3	1.32	1.33	1.02	1.02	0.95	0.98	1.30	1.06	1.26	0.95	0.98	1.26	1.08	1.29	1.33	1.38	1.16	1.04	1.37	1.40
NPQ_L4	1.33	1.39	1.14	1.17	1.07	1.06	1.40	1.16	1.32	1.08	1.12	1.31	1.21	1.34	1.46	1.47	1.19	1.16	1.50	1.45
NPQ_L5	1.42	1.43	1.23	1.23	1.16	1.08	1.43	1.21	1.44	1.16	1.21	1.35	1.32	1.41	1.48	1.51	1.30	1.25	1.52	1.50
NPQ_L6	1.45	1.54	1.32	1.34	1.21	1.16	1.51	1.29	1.43	1.27	1.29	1.36	1.43	1.47	1.55	1.55	1.33	1.32	1.57	1.56
NPQ_L7	1.53	1.56	1.45	1.50	1.34	1.21	1.54	1.43	1.49	1.42	1.33	1.46	1.59	1.51	1.58	1.63	1.33	1.47	1.64	1.62
NPQ_L8	1.59	1.63	1.59	1.62	1.47	1.27	1.63	1.54	1.54	1.57	1.46	1.48	1.73	1.57	1.67	1.64	1.40	1.57	1.69	1.62
NPQ_L9	1.58	1.60	1.76	1.78	1.66	1.30	1.70	1.78	1.55	1.76	1.59	1.55	1.94	1.58	1.71	1.69	1.46	1.73	1.70	1.64
NPQ_L10	1.63	1.65	1.86	1.97	1.81	1.36	1.78	1.90	1.66	1.89	1.78	1.58	2.14	1.62	1.80	1.75	1.51	1.85	1.76	1.69
NPQ_L11	1.63	1.72	1.95	2.04	1.92	1.41	1.77	1.99	1.70	2.01	1.82	1.63	2.29	1.66	1.78	1.76	1.51	1.95	1.72	1.71
NPQ_L12	1.65	1.73	2.05	2.11	2.02	1.47	1.80	2.06	1.70	2.09	1.89	1.61	2.36	1.66	1.79	1.75	1.56	1.98	1.73	1.68
NPQ_L13	1.72	1.80	2.12	2.18	2.08	1.51	1.82	2.20	1.74	2.21	2.03	1.70	2.49	1.76	1.86	1.82	1.57	2.11	1.73	1.75
NPQ_L14	1.74	1.78	2.18	2.27	2.16	1.44	1.94	2.27	1.76	2.26	2.10	1.73	2.61	1.71	1.91	1.85	1.64	2.17	1.79	1.75
NPQ_Lss	1.74	1.75	2.26	2.39	2.22	1.51	1.94	2.38	1.80	2.36	2.21	1.76	2.63	1.73	1.92	1.87	1.67	2.31	1.79	1.77
NPQ_D1	1.21	1.23	1.57	1.69	1.53	1.05	1.34	1.71	1.28	1.63	1.67	1.20	1.89	1.22	1.31	1.28	1.19	1.79	1.18	1.26
NPQ_D2	0.95	0.90	1.20	1.30	1.14	0.81	1.02	1.29	0.93	1.22	1.32	0.86	1.39	0.91	1.01	0.93	0.93	1.36	0.84	0.93
