ID,LL_Total_RPKM,HL_Total_RPKM,LL_Total_logCPM,HL_Total_logCPM,Total_PValue,Total_FDR,LL_Ribo_RPKM,HL_Ribo_RPKM,LL_Ribo_log2CPM,HL_Ribo_log2CPM,Ribo_PValue,Ribo_FDR,TotalFC,RiboFC,TE0,TE10,FcPoly,FcT10,rTE10
AT2G02390,2.307041878,2.623326123,2.990647507,3.124075967,0.720168442,1,2.515757478,2.173013104,3.068424888,2.917230935,0.855570809,1,1.137095147,0.863760964,1.090468926,0.828342723,0.863760964,1.137095147,0.759620658
AT2G02450,0.771254452,0.644164174,2.281530334,2.152126775,0.774436089,1,1.642113913,1.101014059,2.935844067,2.554873478,0.404961667,1,0.83521615,0.670485799,2.129146754,1.709213433,0.670485799,0.83521615,0.802769198
AT2G02500,0.944138764,1.152285715,2.332443948,2.493935809,0.80364495,1,1.529890685,1.293619446,2.732770458,2.577773352,1,1,1.220462244,0.845563319,1.620408719,1.12265511,0.845563319,1.220462244,0.692822185
AT2G02570,2.751796424,3.033675618,3.416041646,3.527168454,0.766075572,1,3.605297695,2.300174403,3.721803305,3.207393528,0.144018287,1,1.10243461,0.637998467,1.310161487,0.758213696,0.637998467,1.10243461,0.578717741
AT2G02590,0.797413124,0.521096086,1.928234922,1.720150665,0.687515258,1,1.69102358,1.262944875,2.430570171,2.201359286,0.790551206,1,0.653483208,0.746852315,2.120636755,2.423631474,0.746852315,0.653483208,1.142879122
AT2G02710,9.380506137,8.10193354,4.618931546,4.428969553,0.562433658,1,5.727629785,4.348036912,3.985772674,3.652131563,0.313751682,1,0.863698975,0.759133721,0.610588565,0.536666574,0.759133721,0.863698975,0.878933219
AT2G02740,2.597406224,2.138704298,2.861623698,2.677248125,0.677697184,1,2.0424138,1.296522557,2.619495875,2.241039314,0.480747566,1,0.823400005,0.634799156,0.786328215,0.606218708,0.634799156,0.823400005,0.770948691
AT2G02760,16.84480459,18.7565171,5.334423084,5.481193901,0.558146088,1,19.54354036,22.47843709,5.535389527,5.727834875,0.395864792,1,1.113489741,1.150172214,1.160211759,1.198433428,1.150172214,1.113489741,1.032943701
AT2G02790,1.930919144,1.804959012,3.154374197,3.083171652,1,1,2.666342219,1.117252408,3.503214182,2.600693537,0.02434528,0.804433911,0.93476675,0.419020634,1.380866841,0.618990459,0.419020634,0.93476675,0.448262237
AT2G02810,1.538419634,1.256273366,2.432499477,2.273719887,0.790551206,1,0.799231346,1.017580283,1.947229897,2.101560201,1,1,0.81659993,1.273198665,0.519514525,0.80999909,1.273198665,0.81659993,1.559146184
AT2G02870,3.188477138,2.668108434,3.407504803,3.210973485,0.74933613,1,4.706508062,3.759306537,3.856536879,3.588044125,0.512042317,1,0.836797104,0.798746435,1.476099046,1.408978169,0.798746435,0.836797104,0.954528203
AT2G02930,5.264378203,4.205555619,3.08127766,2.854023814,0.711136919,1,22.88090027,19.41109669,4.853909423,4.636680036,0.363836003,1,0.798870343,0.848353713,4.34636331,4.615584348,0.848353713,0.798870343,1.061941678
AT2G02950,3.77820061,3.384126505,3.624724755,3.49720777,0.775537319,1,3.59762713,3.540637875,3.55938519,3.540804249,1,1,0.89569794,0.98415921,0.952206487,1.046248676,0.98415921,0.89569794,1.098762391
AT2G02970,1.492280277,1.70079552,2.857528663,2.988192896,0.850588061,1,2.5334532,1.941280283,3.407406124,3.114238626,0.522530253,1,1.139729276,0.766258592,1.697706013,1.141395459,0.766258592,1.139729276,0.67231632
AT2G03310,18.57259127,19.6431349,4.293011538,4.364482121,0.83420243,1,17.27916565,11.91347017,4.196330526,3.73791859,0.100845552,1,1.057641048,0.689470222,0.930358365,0.60649536,0.689470222,1.057641048,0.651894348
AT2G03350,4.271813977,4.87265481,3.23011483,3.375097007,0.74933613,1,2.874806005,3.371277611,2.809203519,2.968759968,0.850588061,1,1.140652387,1.172697429,0.672970785,0.691876963,1.172697429,1.140652387,1.028093609
AT2G03420,3.566367571,4.39029904,3.450110382,3.69104845,0.568327519,1,5.797694253,3.970094722,4.022081513,3.565411404,0.162093088,1,1.231028197,0.684771316,1.625658079,0.904287996,0.684771316,1.231028197,0.556259652
AT2G03440,63.55221696,61.84313287,6.169645832,6.13167869,0.913343785,1,69.17342432,54.4438577,6.28729106,5.952693273,0.084792481,1,0.973107404,0.787063214,1.088450217,0.880354134,0.787063214,0.973107404,0.808814331
AT2G03480,0.871489495,0.707405503,2.519937651,2.34894403,0.80364495,1,1.116807872,0.67016525,2.728141426,2.287175416,0.480747566,1,0.811720058,0.600072104,1.281493212,0.947356569,0.600072104,0.811720058,0.73925992
AT2G03510,2.804638911,2.308898956,3.269803808,3.062169587,0.735951852,1,3.049496789,2.867079825,3.352733311,3.283913411,0.874670104,1,0.823242859,0.94018129,1.0873046,1.241751969,0.94018129,0.823242859,1.142046092
AT2G03530,1.374532634,1.898520294,2.549325314,2.847311658,0.523542326,1,1.728339449,1.973944924,2.742515892,2.872224088,0.690098488,1,1.381211509,1.142104883,1.257401539,1.039728114,1.142104883,1.381211509,0.826886306
AT2G03550,10.22111824,7.929991935,4.130021102,3.818306431,0.33582954,1,14.15492324,13.17228073,4.541176101,4.447809683,0.845501026,1,0.77584387,0.930579453,1.384870315,1.661071138,0.930579453,0.77584387,1.199441652
AT2G03620,0.668109146,0.87998928,2.153345005,2.356214076,0.774436089,1,1.128669379,0.666273128,2.546105149,2.129206149,0.60728351,1,1.317134012,0.59031736,1.689348792,0.757137778,0.59031736,1.317134012,0.448183218
AT2G03640,3.60743599,3.290696376,3.5487789,3.443592974,0.883039688,1,5.74990652,3.620581593,4.104423836,3.544610856,0.081842535,1,0.912198133,0.629676601,1.593903963,1.100247844,0.629676601,0.912198133,0.690284904
AT2G03680,19.77431904,21.44863575,4.776332306,4.884000085,0.667907088,1,25.37609013,24.99952468,5.105989526,5.085845695,0.938248707,1,1.08467127,0.98516062,1.283285158,1.165553137,0.98516062,1.08467127,0.908257319
AT2G03690,2.984936888,3.929168743,2.680565288,2.945204982,0.541336081,1,3.912890884,4.41082502,2.928194558,3.051767428,0.855570809,1,1.316332268,1.127254797,1.310878933,1.122584778,1.127254797,1.316332268,0.856360377
AT2G03730,3.314993122,2.938196575,3.46672301,3.331135288,0.760873362,1,4.004146536,1.848990061,3.678259766,2.833746413,0.027584294,0.860908128,0.886335647,0.46176883,1.207889847,0.629294199,0.46176883,0.886335647,0.520986413
AT2G03750,13.88740799,15.42668738,4.522383233,4.659361488,0.637107363,1,16.3648137,15.32568492,4.733212312,4.646855545,0.656508408,1,1.110839934,0.936502254,1.178392232,0.993452745,0.936502254,1.110839934,0.843057785
AT2G03760,5.996487548,8.130589161,3.396960217,3.749892015,0.322433817,1,6.568605807,5.991490446,3.491653386,3.386672672,0.880438626,1,1.355891944,0.912140357,1.095408896,0.736907293,0.912140357,1.355891944,0.672723487
AT2G03800,0.612590546,0.983166756,1.959667935,2.272872255,0.548864837,1,1.138994365,0.996063483,2.367758001,2.262318374,0.790551206,1,1.604932956,0.874511335,1.859307775,1.013117538,0.874511335,1.604932956,0.544889637
AT2G03890,8.398158182,8.999085087,4.877586449,4.969744603,0.683423384,1,10.83574496,8.970704782,5.216697046,4.962328547,0.247727854,1,1.071554607,0.827880761,1.290252544,0.996846312,0.827880761,1.071554607,0.772597827
AT2G04030,4.070978009,5.435946789,4.336441116,4.711190151,0.148933005,1,6.131034873,6.020675596,4.866814264,4.842658623,1,1,1.335292595,0.981999894,1.506034879,1.107567059,0.981999894,1.335292595,0.735419262
AT2G04039,7.418513261,8.490622112,3.696148924,3.85775484,0.699023897,1,6.30463474,4.516291874,3.497891047,3.126726397,0.349050384,1,1.14451802,0.716344731,0.849851516,0.531915308,0.716344731,1.14451802,0.62589205
AT2G04230,1.183850354,1.5806432,2.338979863,2.578712709,0.80364495,1,1.288496933,1.221561256,2.387547528,2.344365675,1,1,1.335171455,0.948051349,1.088395107,0.772825427,0.948051349,1.335171455,0.71005963
AT2G04240,7.320017258,4.758997078,3.649542703,3.165784465,0.222214877,1,5.534393671,4.336779134,3.320291385,3.056036413,0.617823127,1,0.65013468,0.783605105,0.756062927,0.911280058,0.783605105,0.65013468,1.205296578
AT2G04270,0.651421863,0.501917146,2.627286014,2.40476889,0.814556582,1,0.999249413,0.628486054,3.029499233,2.578974714,0.327042622,1,0.770494782,0.628958142,1.533951299,1.252170919,0.628958142,0.770494782,0.81630422
AT2G04280,9.532189859,9.077600076,4.432635442,4.369916826,0.83933913,1,13.14756137,11.06283153,4.849695849,4.621803586,0.430509041,1,0.952310037,0.841436006,1.379280267,1.218695629,0.841436006,0.952310037,0.883573599
AT2G04360,3.356727478,2.855198231,3.056421171,2.892262846,0.850588061,1,4.506539268,4.825990711,3.3648943,3.442586355,0.880438626,1,0.850589823,1.0708862,1.342539511,1.690247163,1.0708862,0.850589823,1.258992491
AT2G04410,12.31913615,13.33884462,4.310055756,4.411771914,0.757369386,1,6.24452013,7.800612125,3.477167717,3.73846185,0.576008571,1,1.082774349,1.249193207,0.506895943,0.584804183,1.249193207,1.082774349,1.153696713
AT2G04520,16.53827574,18.71014588,4.669654481,4.832250823,0.533473028,1,21.73000742,15.13914448,5.028620892,4.550096169,0.030595274,0.910765129,1.131323856,0.696693019,1.313922186,0.809140911,0.696693019,1.131323856,0.615821027
AT2G04690,5.909068912,4.753564426,3.81475161,3.557776616,0.496807426,1,6.465977112,4.710462097,3.917480725,3.538837687,0.297827676,1,0.804452359,0.728499655,1.094246354,0.99093263,0.728499655,0.804452359,0.905584584
AT2G04700,13.86286652,15.18404962,5.059900861,5.182401028,0.672734814,1,14.81794949,10.50793353,5.146699645,4.688130246,0.038408265,0.979049418,1.095303745,0.709135467,1.068895056,0.692037618,0.709135467,1.095303745,0.647432705
AT2G04780,3.004079141,3.34057951,2.916812019,3.024426817,0.850588061,1,6.665220611,7.845748743,3.791488244,3.990824879,0.62559605,1,1.112014482,1.177117638,2.218723375,2.34861907,1.177117638,1.112014482,1.058545241
AT2G04790,2.796818099,3.864741502,2.532949955,2.829339099,0.663678546,1,2.183288957,2.536940087,2.310715018,2.432512805,1,1,1.38183513,1.161980909,0.780633162,0.656432024,1.161980909,1.38183513,0.840896923
AT2G04842,6.093984978,4.883340095,4.577667816,4.292646154,0.320125423,1,6.388996664,5.073222524,4.635423334,4.336393276,0.246302647,1,0.801337731,0.794056217,1.048410307,1.03888372,0.794056217,0.801337731,0.990913302
AT2G04900,5.037653895,5.858595415,3.301872437,3.471090237,0.644082987,1,4.656785846,4.324349336,3.205471219,3.125569674,1,1,1.16296108,0.928612455,0.924395749,0.738120493,0.928612455,1.16296108,0.798489709
AT2G05070,561.8150745,505.5855939,9.446788361,9.29518642,0.524899747,1,628.0946809,541.7902808,9.607088625,9.394505893,0.047003207,1,0.89991461,0.862593328,1.117974062,1.071609412,0.862593328,0.89991461,0.958527973
AT2G05100,466.0167483,433.9218911,9.444384327,9.34179703,0.668424535,1,544.4704696,473.8048598,9.668080035,9.468114464,0.084105257,1,0.931129391,0.870212227,1.168349575,1.091912783,0.870212227,0.931129391,0.934577122
AT2G05220,10.46524724,9.58973088,4.331417631,4.220543057,0.749502941,1,15.23793479,16.44507268,4.817279651,4.916995585,0.88541899,1,0.916340595,1.079219258,1.456051103,1.714862793,1.079219258,0.916340595,1.177749043
AT2G05380,144.20993,121.4184812,7.802541826,7.557185318,0.278304075,1,391.9231067,302.2658255,9.235264411,8.862133453,0.000882146,0.087601359,0.841956453,0.771237573,2.717726211,2.489454838,0.771237573,0.841956453,0.916006487
AT2G05510,0.064043276,0.526306949,1.265560228,1.553303922,0.500008138,1,0.437238101,1.80806745,1.467062842,2.117149774,0.125021362,1,8.217989177,4.13520104,6.827228841,3.435385859,4.13520104,8.217989177,0.503188913
AT2G05520,149.4904119,143.4196206,7.610757411,7.551673355,0.803237095,1,855.0754979,801.4457358,10.11245524,10.01920857,0.421928396,1,0.959390096,0.93728067,5.719935393,5.588117807,0.93728067,0.959390096,0.976954707
AT2G05540,109.7061777,99.71935338,6.979380615,6.844421756,0.568091695,1,163.6790248,124.6240115,7.547345713,7.159698618,0.026558675,0.844407235,0.90896753,0.761392681,1.49197637,1.249747489,0.761392681,0.90896753,0.837645632
AT2G05620,31.59958328,44.59782005,5.34451741,5.817284082,0.042061339,1,28.57733888,25.01161032,5.207378884,5.025554262,0.533419384,1,1.411342031,0.875225311,0.904358093,0.56082585,0.875225311,1.411342031,0.620136928
AT2G05630,1.87182133,2.740899189,2.607602216,2.971334622,0.541336081,1,1.494024909,1.792287761,2.397010173,2.552599714,1,1,1.464295307,1.199637135,0.798166409,0.653905028,1.199637135,1.464295307,0.819259018
AT2G05710,3.059390473,2.761908957,4.224603455,4.096271253,0.737719369,1,7.38275334,5.561089422,5.383811134,5.000402392,0.063959813,1,0.90276445,0.753254127,2.413145169,2.013494836,0.753254127,0.90276445,0.834386121
AT2G05840,4.694969781,4.995865778,3.790563843,3.865473638,0.899127197,1,3.740505362,4.241091804,3.514819903,3.661926144,0.671937474,1,1.064089017,1.133828559,0.796704886,0.848920286,1.133828559,1.064089017,1.065539199
AT2G05920,6.090963784,5.284167947,4.422095325,4.240855014,0.602684565,1,11.38843578,9.252573581,5.247477023,4.967537483,0.192751102,1,0.867542171,0.812453419,1.869726399,1.750999149,0.812453419,0.867542171,0.936500202
AT2G05940,2.509840597,3.477451207,3.061649433,3.415433392,0.417836995,1,3.010117005,2.82435714,3.245031543,3.175603172,1,1,1.385526719,0.938288158,1.199325969,0.812191738,0.938288158,1.385526719,0.677206831
AT2G05990,6.171576355,5.632560398,4.373943506,4.257534436,0.75220929,1,6.906652035,6.78320893,4.514643179,4.491223515,1,1,0.912661543,0.982126926,1.119106633,1.204285165,0.982126926,0.912661543,1.076112972
AT2G06010,1.246000584,1.576809253,2.34251891,2.535967273,0.80364495,1,1.290662753,1.244620869,2.351091352,2.322169207,1,1,1.2654964,0.964326945,1.035844421,0.789328745,0.964326945,1.2654964,0.762014767
AT2G06025,1.293395931,1.119645662,2.936024704,2.794523466,0.845051765,1,1.06109771,0.989947442,2.728808337,2.663635761,1,1,0.86566351,0.932946545,0.820396666,0.88416137,0.932946545,0.86566351,1.077724235
AT2G06050,1.973238368,2.294130138,3.131819586,3.294519824,0.867978073,1,2.587933624,3.159164194,3.419814817,3.651307684,0.671937474,1,1.162621899,1.220728447,1.311515966,1.377064074,1.220728447,1.162621899,1.049978887
AT2G06520,1824.579742,1910.954326,10.35996667,10.42658027,0.786065914,1,1657.597435,1724.890705,10.22167652,10.27897644,0.723142473,1,1.04733944,1.040596871,0.908481771,0.902633141,1.040596871,1.04733944,0.993562193
AT2G06850,41.12589665,38.95437282,6.595063832,6.518836157,0.744287864,1,56.68549187,45.92152539,7.047513018,6.749518105,0.030153362,0.906880475,0.94719814,0.810110733,1.378340571,1.178854184,0.810110733,0.94719814,0.855270612
AT2G06925,15.39105406,13.76831559,4.54564484,4.401774637,0.621058109,1,16.37638947,16.99511766,4.622491848,4.671173512,0.853546635,1,0.894566125,1.037781722,1.064020008,1.234364331,1.037781722,0.894566125,1.160095037
AT2G07340,4.316273503,4.840174764,3.051621336,3.172318239,0.860086497,1,5.332573153,3.635326225,3.267085765,2.864538069,0.296336659,1,1.121378143,0.681720835,1.235457658,0.75107334,0.681720835,1.121378143,0.607931267
AT2G07360,0.544982808,0.444618605,2.956016682,2.757016412,0.690098488,1,0.899698321,0.702223326,3.488707552,3.210740305,0.54252614,1,0.81583969,0.780509766,1.650874684,1.579383584,0.780509766,0.81583969,0.956695017
AT2G07671,46.24682589,48.59968748,5.254419766,5.321875677,0.800262666,1,29.55503046,30.05914755,6.164483377,6.188392824,0.809450734,1,1.050876175,1.017056896,0.639071545,0.618504956,1.017056896,1.050876175,0.967818018
AT2G07674,1.235852784,0.988879567,2.044006055,1.912858535,1,1,7.075234099,4.123826945,4.126524024,3.47564713,0.058175955,1,0.800159679,0.582853781,5.724981317,4.17020139,0.582853781,0.800159679,0.728421834
AT2G07676,9.839854957,9.763566378,2.544397111,2.537668422,1,1,11.96396974,4.129168801,4.294372749,3.045064709,0.000357382,0.043094701,0.992246981,0.345133671,1.215868505,0.422916037,0.345133671,0.992246981,0.347830407
AT2G07687,29.98523864,24.94214647,4.66102389,4.421986016,0.386990388,1,162.6924812,116.5900932,5.909718578,5.450404937,0.020257042,0.716520506,0.831814173,0.71662865,5.425752423,4.674420998,0.71662865,0.831814173,0.861524934
AT2G07695,0.464997343,2.527235068,1.482478004,2.27807575,0.125021362,1,26.54079841,15.76398789,4.497727135,3.841700306,0.034522412,0.958267848,5.43494518,0.59395304,57.07731197,6.237642113,0.59395304,5.43494518,0.10928409
AT2G07698,29.35202479,26.29514401,5.858364739,5.706449198,0.517603834,1,156.5503307,111.1534003,7.038469461,6.55435623,0.000830178,0.083784763,0.895854518,0.710017026,5.333544511,4.227145524,0.710017026,0.895854518,0.792558404
AT2G07725,2.46309932,1.413862444,3.152564894,2.608146879,0.247892894,1,36.93612644,20.65840004,5.516363101,4.733195592,0.00049775,0.055019116,0.574017634,0.559300664,14.99579255,14.61132243,0.559300664,0.574017634,0.974361467
AT2G07727,13.68873814,11.14420145,5.117107304,4.842352015,0.246189985,1,27.12979092,19.75104352,6.595144008,6.149770164,0.004438422,0.279547261,0.814114591,0.728020484,1.981905903,1.772315729,0.728020484,0.814114591,0.894248171
AT2G07732,38.593058,26.66683297,6.662299068,6.143657226,0.019367378,1,506.3483256,544.3943186,10.22848359,10.3328295,0.352515247,1,0.690974863,1.075137985,13.12019186,20.41465963,1.075137985,0.690974863,1.555972645
AT2G07741,2.724364428,2.392495165,4.180025547,4.018128617,0.648997063,1,23.07707458,17.40084382,5.939203778,5.549233276,0.045392578,1,0.878184703,0.754031615,8.470626889,7.273094665,0.754031615,0.878184703,0.858625313
AT2G07771,0.667237672,0.303887477,1.781971487,1.503571667,0.625012207,1,2.591383973,3.029049138,2.715171772,2.866644521,0.831842009,1,0.455441127,1.168892441,3.883749497,9.967666874,1.168892441,0.455441127,2.566506126
AT2G07774,2.061811402,1.187813825,2.878016231,2.38742313,0.263254166,1,1.462674562,2.735106475,1.741367774,2.098906121,0.453151701,1,0.576102074,1.869935081,0.709412394,2.302639031,1.869935081,0.576102074,3.245839869
AT2G07830,0.564948223,0.232212518,2.774968136,2.065593354,0.143518457,1,0.628908342,2.844904937,2.351248567,3.917427402,0.0000245,0.005164487,0.411033274,4.523560505,1.113214125,12.25129877,4.523560505,0.411033274,11.00533895
AT2G09990,30.01835271,36.97855997,5.02496684,5.306377901,0.247496014,1,23.98168533,35.25946085,4.721962446,5.238220548,0.027952096,0.867528945,1.231865064,1.470266179,0.798900778,0.953510923,1.470266179,1.231865064,1.193528595
AT2G10940,62.87399368,42.09777126,6.88361978,6.31895911,0.010701101,1,567.5423119,458.3716373,10.03219962,9.724737715,0.02606556,0.837435017,0.669557774,0.807643109,9.026662356,10.88826376,0.807643109,0.669557774,1.206233637
AT2G11890,4.567065821,4.039458774,3.263248343,3.131173502,0.867978073,1,6.598209689,5.148911503,3.674363931,3.386786967,0.480067187,1,0.884475708,0.780349784,1.444737157,1.274653807,0.780349784,0.884475708,0.882273845
AT2G11910,9.962286814,11.13954068,4.450658538,4.595459364,0.627728389,1,9.693062952,9.388464501,4.410806968,4.369708783,0.920475454,1,1.118171047,0.968575624,0.972975697,0.842805352,0.968575624,1.118171047,0.866214187
AT2G12400,1.553532963,1.744966943,2.974187158,3.094112385,0.855570809,1,1.586609255,1.800943867,2.983293733,3.116107333,0.860086497,1,1.123224923,1.135089728,1.021291014,1.032079074,1.135089728,1.123224923,1.01056316
AT2G12462,1.365552808,2.011480433,1.978439779,2.233341997,0.753926275,1,1.639265119,1.971049772,2.068812246,2.197413555,1,1,1.473015486,1.20239841,1.200440664,0.979900048,1.20239841,1.473015486,0.816283618
AT2G13290,1.716699852,2.65226037,2.641056924,3.064747949,0.327042622,1,1.82900485,2.053206977,2.683812891,2.794060654,1,1,1.544976174,1.122581483,1.065419123,0.774134772,1.122581483,1.544976174,0.726601162
AT2G13360,90.84644956,80.4988748,7.97246681,7.799744796,0.455937276,1,95.92719189,89.77872167,8.050106251,7.955370379,0.402161043,1,0.886098193,0.935904824,1.055926702,1.115279212,0.935904824,0.886098193,1.05620893
AT2G13560,2.158985506,1.992840824,3.804455716,3.708856592,0.895732418,1,3.552393162,2.435061591,4.420702053,3.944160734,0.10546857,1,0.923045022,0.685470746,1.645399264,1.221904711,0.685470746,0.923045022,0.742618973
AT2G13600,0.578838735,0.251309249,1.855659964,1.531116689,0.625012207,1,0.387059027,0.465977684,1.643502078,1.722439122,1,1,0.434161078,1.20389308,0.668681972,1.854200296,1.20389308,0.434161078,2.772918028
AT2G13610,3.175462102,2.463934871,3.2714935,3.002697364,0.607691548,1,3.512003706,2.527107423,3.373624097,3.016606325,0.405170668,1,0.775929547,0.719562858,1.105981931,1.025638889,0.719562858,0.775929547,0.927355918
AT2G14045,2.809659522,3.733041622,2.995533189,3.297242677,0.607691548,1,1.725095686,1.959242974,2.51811867,2.63197609,1,1,1.32864555,1.135730029,0.61398745,0.524838234,1.135730029,1.32864555,0.85480287
AT2G14080,2.813030301,2.7574018,3.980515707,3.95599335,1,1,4.922520307,3.194937838,4.68969601,4.132905242,0.037223343,0.977952207,0.980224706,0.649045131,1.749899496,1.158676925,0.649045131,0.980224706,0.662139127
AT2G14255,0.200215456,0.312833113,1.673649885,1.877225267,0.687515258,1,0.456537364,0.501675535,2.078130702,2.142856024,1,1,1.562482334,1.098870705,2.280230373,1.60365228,1.098870705,1.562482334,0.703285203
AT2G14260,2.173788357,1.934718619,3.083745698,2.96385404,0.855570809,1,1.996242221,2.549715457,2.983319129,3.243857573,0.607691548,1,0.890021613,1.277257554,0.918324093,1.317874047,1.277257554,0.890021613,1.435085998
AT2G14560,7.466691428,4.604154496,4.293955952,3.699243746,0.056957288,1,8.631178005,5.322838648,4.475315929,3.866413796,0.04767428,1,0.616625789,0.616698977,1.155957507,1.156094708,0.616698977,0.616625789,1.000118691
AT2G14610,10.12866875,19.34896401,3.518108803,4.304811229,0.015489558,1,11.69645194,11.99397883,3.678192628,3.708086337,1,1,1.910316596,1.025437363,1.154786698,0.619877055,1.025437363,1.910316596,0.536789224
AT2G14720,2.628071336,2.227120962,3.670151135,3.478114532,0.671937474,1,2.521099525,2.126471807,3.613351051,3.416442772,0.770952723,1,0.847435506,0.843469996,0.959296458,0.954807504,0.843469996,0.847435506,0.995320577
AT2G14740,0.929311561,1.150966758,2.605938743,2.804060288,0.831842009,1,1.693688358,1.552881092,3.187476306,3.094390278,1,1,1.238515484,0.916863533,1.82251941,1.349197169,0.916863533,1.238515484,0.740292346
AT2G14750,7.072794017,6.385042877,4.140463434,4.013271409,0.817663624,1,6.352728865,5.505551014,4.000908237,3.825447075,0.544835614,1,0.902761039,0.866643474,0.898192263,0.862257485,0.866643474,0.902761039,0.959992109
AT2G14880,6.910443706,8.001924092,3.808310802,3.986764698,0.620330481,1,5.646367249,6.330353733,3.561343731,3.696103622,0.891970615,1,1.157946498,1.121137442,0.817077382,0.791103947,1.121137442,1.157946498,0.968211781
AT2G14890,3.393154039,2.445432977,3.044096212,2.721481716,0.557281393,1,43.20634437,35.18048974,6.278679817,5.991753916,0.072043439,1,0.720696128,0.814243608,12.73338725,14.38620075,0.814243608,0.720696128,1.129801558
AT2G14910,12.01343932,11.1196721,5.158057332,5.0541749,0.722994344,1,8.39352087,12.77671168,4.677789327,5.238939139,0.028109007,0.867849592,0.925602719,1.522211224,0.698677593,1.149018745,1.522211224,0.925602719,1.644562179
AT2G15020,0.284206628,2.624437075,1.547856513,2.964939287,0.002352895,0.457535187,2.175369511,1.95739038,2.766130615,2.666263336,0.838851214,1,9.234257109,0.899796733,7.654182896,0.745832468,0.899796733,9.234257109,0.097441161
AT2G15042,0.877690077,1.229093536,1.967360864,2.183662787,0.753926275,1,2.260855325,2.104724331,2.662699506,2.597218156,1,1,1.400373057,0.930941625,2.575915331,1.712419982,0.930941625,1.400373057,0.66478116
AT2G15050,2.940434785,5.22181768,3.401063308,4.083361698,0.036432302,1,3.726460184,4.349422746,3.664063634,3.854296576,0.558078685,1,1.775865837,1.167172741,1.267316046,0.832932709,1.167172741,1.775865837,0.657241508
AT2G15080,0.998071784,0.788976908,2.600376214,2.401151782,0.814556582,1,5.803210291,2.998115282,4.583307426,3.752602352,0.005044214,0.303780519,0.790501165,0.516630474,5.814421752,3.800003842,0.516630474,0.790501165,0.653548023
AT2G15090,31.75376986,29.62250512,6.007086625,5.910833208,0.708364503,1,41.3050985,34.03370207,6.373308884,6.102531985,0.117748865,1,0.932881521,0.823958865,1.300793534,1.148913704,0.823958865,0.932881521,0.883240633
AT2G15270,1.528177615,2.074478048,2.254806718,2.497150149,0.60728351,1,1.008789063,1.801677466,1.954089354,2.362266257,0.387742514,1,1.357484907,1.785980372,0.660125533,0.868496761,1.785980372,1.357484907,1.315653944
AT2G15290,6.656733532,5.57830488,3.808713679,3.599386408,0.590220515,1,10.19816015,10.1607436,4.333466051,4.328755175,1,1,0.837994319,0.996331049,1.532006667,1.821475129,0.996331049,0.837994319,1.18894726
AT2G15560,2.489448364,2.130920604,3.031813415,2.875034776,0.850588061,1,3.55305816,2.770488113,3.407190945,3.132672522,0.522530253,1,0.855981042,0.779747471,1.427247181,1.300136715,0.779747471,0.855981042,0.910940117
AT2G15580,5.066568738,6.389884639,3.535098152,3.808525058,0.496807426,1,5.071783028,5.446506037,3.527806049,3.611044436,0.887770485,1,1.261185818,1.07388388,1.001029156,0.852363751,1.07388388,1.261185818,0.851487437
AT2G15620,15.89036641,13.46168133,5.419169529,5.194220599,0.383643234,1,21.38324091,16.14937953,5.825590838,5.439316528,0.058349203,1,0.847159907,0.755235355,1.345673244,1.199655462,0.755235355,0.847159907,0.891490908
AT2G15680,5.059179707,3.650613907,2.485142493,2.229271672,0.790551206,1,7.269983415,5.069134024,2.786401951,2.473878432,0.840352626,1,0.721582177,0.697268994,1.43698857,1.388570293,0.697268994,0.721582177,0.966305733
AT2G15830,8.016852024,4.700499267,3.041077961,2.533621057,0.307551371,1,4.506148431,5.542775211,2.463150768,2.67299849,0.704344299,1,0.586327308,1.230047189,0.562084521,1.179188613,1.230047189,0.586327308,2.097884871
AT2G15880,0.537777439,0.266644481,1.940781997,1.622283419,0.687515258,1,2.027314055,2.552033881,2.990817712,3.235897275,0.607691548,1,0.495826827,1.258825131,3.769801237,9.570923319,1.258825131,0.495826827,2.538840304
AT2G15890,115.4593995,79.19954175,7.708966003,7.172478397,0.017219867,1,83.38650811,53.38172559,7.244811648,6.613387512,0.00000147,0.000446244,0.685951443,0.640172215,0.722214982,0.674015587,0.640172215,0.685951443,0.933261707
AT2G15910,0.866486865,1.103208765,2.328753725,2.525929293,0.80364495,1,0.652087529,0.269776648,2.100767262,1.632787504,0.453151701,1,1.273197332,0.413712325,0.752564817,0.244538166,0.413712325,1.273197332,0.324939673
AT2G15960,479.3515299,440.0956762,8.536943025,8.414485988,0.597133708,1,202.4106111,113.8092997,7.304960445,6.490163495,0.000000475,0.000166266,0.918106335,0.562269434,0.422259237,0.258601268,0.562269434,0.918106335,0.612422998
AT2G15970,211.5824747,199.9181259,8.160177405,8.079060592,0.735730473,1,474.2663186,398.2984194,9.318012355,9.06712893,0.044878542,1,0.944870912,0.839820168,2.241519858,1.992307689,0.839820168,0.944870912,0.888820004
AT2G16070,4.708800552,4.455379357,3.417388213,3.355369373,0.877656139,1,5.867070299,4.516628187,3.663459644,3.361095895,0.3917925,1,0.94618137,0.76982684,1.245979785,1.013747164,0.76982684,0.94618137,0.813614455
